,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,TPSA,EState_VSA1,EState_VSA10,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,Num of Conju-Strut,Num of Conju-All-Atoms,Atom Num Conju-All Ratio,AtomWt Conju-All Ratio,Full-Mol Wiener Index,Individual Conju-Atom Number (Max-Conju),Conju-Part-Wt (Max-Conju),Conju-AtomicWt (Max-Conju),Max Conju-Distance (Max-Conju),Conju-Branch Index (Max-Conju),Conju-Strut Wiener Index (Max-Conju),Conju-Strut-VSA (Max-Conju),Atom_PEOE-Charge_Sum,Atom_LogP_Sum,Atom_MR_Sum,Atom_PEOE-Charge_Mean,Atom_LogP_Mean,Atom_MR_Mean,Atom_PEOE-Charge_Std,Atom_LogP_Std,Atom_MR_Std,Atom_PEOE-Charge_Max,Atom_LogP_Max,Atom_MR_Max,Atom_PEOE-Charge_Min,Atom_LogP_Min,Atom_MR_Min,Atom_PEOE-Charge_Delta,Atom_LogP_Delta,Atom_MR_Delta,Fun_PEOE-Charge_Sum,Fun_LogP_Sum,Fun_MR_Sum,Fun_PEOE-Charge_Mean,Fun_LogP_Mean,Fun_MR_Mean,Fun_PEOE-Charge_Std,Fun_LogP_Std,Fun_MR_Std,Fun_PEOE-Charge_Max,Fun_LogP_Max,Fun_MR_Max,Fun_PEOE-Charge_Min,Fun_LogP_Min,Fun_MR_Min,Fun_PEOE-Charge_Delta,Fun_LogP_Delta,Fun_MR_Delta,Mid-Fun_PEOE-Charge_Sum,Mid-Fun_LogP_Sum,Mid-Fun_MR_Sum,Mid-Fun_PEOE-Charge_Mean,Mid-Fun_LogP_Mean,Mid-Fun_MR_Mean,Mid-Fun_PEOE-Charge_Std,Mid-Fun_LogP_Std,Mid-Fun_MR_Std,Mid-Fun_PEOE-Charge_Max,Mid-Fun_LogP_Max,Mid-Fun_MR_Max,Mid-Fun_PEOE-Charge_Min,Mid-Fun_LogP_Min,Mid-Fun_MR_Min,Mid-Fun_PEOE-Charge_Delta,Mid-Fun_LogP_Delta,Mid-Fun_MR_Delta,Conju_PEOE-Charge_Sum,Conju_LogP_Sum,Conju_MR_Sum,Conju_PEOE-Charge_Mean,Conju_LogP_Mean,Conju_MR_Mean,Conju_PEOE-Charge_Std,Conju_LogP_Std,Conju_MR_Std,Conju_PEOE-Charge_Max,Conju_LogP_Max,Conju_MR_Max,Conju_PEOE-Charge_Min,Conju_LogP_Min,Conju_MR_Min,Conju_PEOE-Charge_Delta,Conju_LogP_Delta,Conju_MR_Delta,Iaverage / mA cm-2,Atom Number,Occupied Orbitals,Molecule Weight,HOMO,LUMO,HOMO-LUMO Gap,Farthest Distance,Molecular Radius,Molecular Size Short,Molecular Size Medium,Molecular Size Long,Long/Sum Size Ratio,Length/Diameter,MPP,SDP,Dipole Moment (a.u.),Quadrupole Moment,Octopole Moment,ODI LUMO+1,ODI LUMO,ODI HOMO,ODI HOMO-1,ODI Mean,ODI Std,Isosurface area,Sphericity ,Volume (Angstrom^3),Density (g/cm^3),LEAE Minimal Value,LEAE Maximal Value,Surface eff atom num,ESP Minimal Value,ESP Maximal Value,ESP Overall Average Value (kcal/mol),ESP Overall Variance ((kcal/mol)^2),Balance of Charges (nu),Product of sigma^2_tot and nu ((kcal/mol)^2),Internal Charge Separation (Pi) (kcal/mol),Molecular Polarity Index (MPI) (kcal/mol),Polar Surface Area (Angstrom^2),Polar Surface Area (%),ALIE Minimal Value,ALIE Maximal Value,ALIE Average Value,ALIE Variance,Atom1_LEAE Minimal value,Atom1_LEAE All average,Atom1_ESP All area (Ang^2),Atom1_ESP Minimal value (kcal/mol),Atom1_ESP Maximal value (kcal/mol),Atom1_ESP All average (kcal/mol),Atom1_ESP Pi (kcal/mol),Atom1_ALIE Min value,Atom1_ALIE Max value
Brc1cccs1,-0.170959276,-0.170959276,0.229003679,0.133164371,0.006678118,0.019884203,0.004627728,-0.135050798,-0.080400008,0.185016496,-0.190611912,-0.083672416,0.058748531,-0.070898012,-0.131469328,-0.136860001,-0.06000069,-0.125313083,-0.134351424,-0.066983452,-0.124962572,0.035202014,-0.114089523,-0.015528178,-0.094505265,0.014869954,0.130284671,-0.134167397,-0.120391821,-0.04155309,-0.092928573,-0.115143785,-0.064038542,-0.043914135,-0.052573241,-0.023559545,-0.070680011,-0.082702374,-0.072203054,-0.101067238,0.115855968,-0.103129238,0.215727031,-0.111861103,0.019649286,-0.09625789,0.131874514,-0.076643268,-0.069313741,-0.081386568,-0.143665626,0.014889161,-0.034437565,-0.097463762,-0.04858009,-0.02739726,0.255217709,-0.158978276,-0.088840808,0.087058409,-0.069048304,0.000279175,-0.0392875,-0.051098718,-0.130848202,-0.082123854,-0.073491138,-0.099623386,-0.107181009,-0.153966052,-0.040648058,0.077122758,-0.004705776,0.107129521,-0.132559949,-0.031722312,0.072740883,-0.086392732,-0.080872801,-0.103447769,0.014131405,-0.003825384,-0.052682524,0.001869322,-0.000380425,-0.122613854,-0.125631175,-0.107924355,-0.138619632,-0.023408229,-0.053106555,-0.048809532,-0.110575207,0.189998499,0.039013716,-0.161472069,-0.192093333,-0.085524849,-0.119296966,-0.023408229,-0.044237396,-0.042042421,0.00701126,0.083947036,-0.097116187,0.018241717,-0.01098882,0.134602222,0.160807161,-0.022090865,0.009825092,0.15849434,0.677945095,-0.006386752,-0.019928193,0.021934956,0.054335895,-0.0190736,0.083947036,-0.097116187,-0.061445338,0.34906784,0.39823771,-0.174687796,-0.034101076,0.372077726,-0.174203163,0.332476834,0.536184916,0.18502012,0.221447569,0.115363078,-0.194288055,-0.139101984,0.372864725,0.032870309,0.08400223,-0.019389478,0.062315397,0.226120522,0.094103119,-0.07022227,-0.018613806,0.099318613,-0.017459699,0.133908144,0.082359077,0.143073634,0.201465713,0.029732427,-0.073849037,-0.037827211,0.063578697,0.005789602,-0.012537862,-0.069341841,0.013222258,0.258567727,0.122141545,-0.091894398,-0.143478247,-0.128109213,-0.032612788,0.154094721,0.058240869,0.10962357,0.322239456,0.176353548,-0.087730876,-0.143832646,-0.125711058,-0.005313929,0.144800693,0.037261658,-0.014894255,0.165743849,0.058020153,-0.024811113,-0.030490117,-0.026454,-0.02004616,0.162697588,0.055576451,-0.007760038,0.166433265,0.059988528,-0.025109336,-0.030490117,-0.026454,0.153249931,-0.159490446,-0.026626864,0.006680294,0.027035323,-0.016653975,-0.029088815,-0.102826429,-0.078068991,-0.149802437,-0.044473775,-0.08188211,-0.013105343,-0.04630645,-0.170205542,-0.148624962,-0.104178385,-0.128743468,-0.099275798,0.041549135,-0.151592637,-0.036231053,0.319302003,0.00201922,-0.039309201,-0.125005651,0.149818447,-0.119415966,0.527775528,-0.107636236,-0.092784374,-0.159490446,0.329987381,-0.130466826,-0.062723824,-0.163285222,-0.396621165,-0.230890229,-0.166829583,-0.210561372,-0.167321994,-0.255024834,0.227965524,-0.122690798,-0.150750341,-0.108127934,0.015620943,-0.037768995,0.06285338,0.164163689,0.08270577,0.093989891,-0.081607702,0.088679379,0.066700591
C=O,0.617583949,0.617583949,-0.573505644,-0.268323527,0.240125482,0.251938831,0.240558857,0.238697568,0.753068156,-0.646532295,0.634637111,0.82382422,-0.014549698,0.190305312,0.255163877,0.161106297,0.151450573,0.227293179,0.104886758,0.152935049,0.056917149,0.079821801,0.038133723,0.101565333,-0.008711512,0.116150516,-0.309992735,0.246947649,0.113266846,-0.047984848,0.205130838,0.58335105,0.495646803,-0.030943749,0.223409399,-0.010931438,0.487866336,0.587670526,0.063261155,-0.157006222,0.028122867,-0.185828254,-0.162572205,0.188263535,0.061604212,0.505887457,0.363877025,-0.008401817,0.1065307,-0.12824929,0.135129858,-0.064946643,0.011730906,0.334288292,-0.120070999,-0.093014872,-0.034127002,0.565748645,0.297642855,-0.17686134,-0.034048341,-0.109333901,-0.133382744,0.109732349,0.614013625,0.351115485,0.269587691,0.657013216,0.044259461,0.018943146,0.040520924,-0.009711212,-0.106503593,-0.345618612,0.370009658,-0.127250732,-0.337586722,0.829485701,0.693884729,0.147086848,-0.050273871,-0.162315039,-0.146712837,-0.116663326,0.166124591,-0.047266522,0.240336099,0.426682685,0.622633879,-0.079471941,0.034342672,-0.05063375,-0.114707867,0.118048922,-0.014717026,0.546301102,0.370205926,0.438290416,0.248237027,-0.079471941,0.100125235,-0.023789303,-0.042317382,-0.375799013,0.118106402,0.44900273,0.237715821,0.123611658,0.106314344,0.472111712,0.153389856,0.127990681,0.054564916,0.159010836,-0.00358094,0.219767106,0.143599861,-0.153565835,-0.375799013,0.118106402,-0.168999263,-0.428229306,-0.103959181,0.671560032,0.256550255,0.140820446,0.717892351,0.05442305,-0.228385382,-0.646537557,-0.286557221,-0.965292208,0.72763393,0.297347797,0.528929459,0.041919524,-0.138531437,0.157653379,-0.004162559,-0.317085888,-0.027882698,0.163493581,0.28377994,0.104144607,0.057806386,-0.009674058,0.051746976,-0.244880992,-0.407578233,-0.100157213,0.151150545,0.268552161,0.104323698,-0.051133841,-0.062747007,0.105666053,-0.018781463,-0.221462284,-0.02533065,0.266836863,0.399404532,0.221020486,0.093055971,-0.028472102,0.055941313,-0.285202183,-0.351350245,-0.086186094,0.236571768,0.372435368,0.220194622,-0.336370968,-0.221956437,0.097554485,-0.312936077,-0.172035915,0.032349382,0.266743504,0.327798301,0.284406131,-0.216039867,-0.133401236,0.057779322,-0.398255323,-0.207479668,0.0067994,0.269949688,0.327798301,0.284406131,0.231045258,0.103633933,0.232963091,0.240131603,-0.151359465,-0.432466575,-0.274950532,0.08686095,0.103928384,0.220926802,0.220632346,0.098088453,-0.020751001,-0.04751594,0.136209637,0.173242309,0.47227619,0.475254211,0.342226638,0.055773024,-0.076684323,0.073499671,-0.065981784,-0.017196644,-0.08225405,0.177507348,-0.198616234,0.166933158,0.177763004,-0.543350646,-0.115274273,0.103633933,-0.566564545,0.555207272,0.498336941,0.603211431,0.309741883,0.664214729,0.604534428,0.681083224,0.273890339,0.349264789,0.131352801,0.49392819,0.361261037,0.104346952,-0.262878646,-0.193595756,0.086304463,0.367811069,0.431807809,0.368711255,0.138456825,0.040997891,0.230268695
C=S,-0.14789125,-0.14789125,-0.086370139,0.086854831,-0.185736461,-0.186387249,-0.185465577,-0.156023281,-0.012530438,-0.123831207,0.111923295,-0.006269544,-0.041854043,-0.117373458,-0.140445854,-0.134730722,-0.172841269,-0.158738798,-0.147923696,-0.231157694,-0.125994943,-0.201168432,-0.145519392,-0.24489584,-0.134369649,-0.232938132,-0.051232413,-0.151367401,-0.154550877,0.434123443,-0.16559644,0.188265374,-0.103400788,0.199411564,-0.084888169,-0.038040772,-0.114124536,-0.133536624,-0.11658374,-0.163189726,-0.175606933,-0.004578479,-0.018588286,-0.003472128,-0.073444407,-0.15542424,-0.042558876,0.086651696,0.256246278,-0.120952883,0.046423789,-0.088249653,-0.055605129,0.291452994,0.004909389,-0.044237396,-0.129988684,-0.040163332,-0.143448137,-0.007296768,-0.08529333,-0.081277826,-0.063436148,-0.082507308,0.012123594,-0.132602508,-0.118663564,-0.105702047,0.101619848,-0.015973184,-0.170299989,-0.126518719,0.188660682,-0.051000381,0.106310097,-0.066681616,0.07591574,-0.141310156,-0.077854539,0.197069845,0.027082982,-0.012903981,-0.085064624,0.049340571,0.066087773,-0.004242006,-0.151473165,0.199156197,0.01386522,-0.037796447,0.097999192,0.01970276,-0.029756985,-0.144368901,-0.125988158,-0.260723288,0.012283817,-0.067477738,-0.136701349,-0.037796447,0.142857143,0.033942212,-0.101887518,-0.164701631,-0.128868132,0.029454261,-0.017743262,0.106499368,0.13920771,0.030350523,0.015864231,0.02474474,0.265954001,0.047695147,0.075092103,0.087648175,0.077050027,-0.000723882,-0.164701631,-0.128868132,0.022139113,-0.253036965,-0.002696739,0.126441116,0.30369783,0.109498935,-0.050429826,0.046182345,0.070056739,-0.123817058,-0.225551949,0.122161558,0.055491157,0.234855331,-0.031672779,0.00929438,-0.155163362,-0.224860051,-0.082223758,-0.244311389,-0.3990865,-0.109659128,-0.134619112,-0.143877784,-0.118008789,-0.287290266,-0.350712052,0.02881598,-0.088634358,-0.34540951,-0.116366685,-0.151233628,-0.152212135,-0.026572951,-0.165026806,-0.194455105,-0.105712949,-0.206564026,-0.280021889,-0.148378662,-0.231669294,-0.206853454,-0.139554862,-0.253985155,-0.283964334,0.000197067,-0.135157842,-0.248224269,-0.141655969,-0.23224153,-0.202981238,-0.132103223,-0.135679532,0.029096912,-0.200817896,-0.143738854,0.061244452,-0.040061634,-0.049231323,-0.042714346,-0.193626204,-0.150161151,0.057340332,-0.192519353,-0.135462882,0.064639663,-0.040543164,-0.049231323,-0.042714346,-0.047688629,-0.123912216,-0.182925022,-0.18573627,0.250727707,0.02266213,-0.122278167,-0.165393332,-0.178258653,0.007828532,0.048301376,-0.180582479,-0.24722065,0.009812871,0.01237735,0.010552658,0.285874068,-0.144585975,-0.132623408,0.361682364,0.379597781,0.109280116,-0.19835528,0.311658597,0.415855445,-0.154149062,0.145588714,-0.160362859,-0.096186024,0.005735908,0.045596075,-0.123912216,-0.078860416,0.259947057,0.032387268,0.231969377,-0.063667828,0.051172786,0.319234695,0.288580555,-0.099313687,0.211647377,-0.395441657,0.23446779,-0.13573723,0.635874449,0.069827921,0.053635044,0.490556053,-0.517855006,-0.65912949,-0.56748829,-0.560283337,-0.286192591,-0.661564819
CC,0.062237786,0.062237786,-0.194878437,-0.062788666,0.013778424,-0.022644467,0.01452894,0.101070429,0.090109633,-0.12998364,0.154639677,0.077227661,0.01375806,-0.348332447,0.032839946,0.083101158,0.078077044,-0.060787615,0.084176535,0.103301509,0.108802595,0.099276902,0.028041863,0.065706919,-0.030934282,0.005373926,0.463767347,0.254947131,0.396389481,0.211924293,-0.001741263,0.268085194,0.227360557,-0.165981666,-0.01857968,-0.081461177,0.285658246,0.276467513,-0.330838175,0.407517521,-0.422689843,0.05759253,-0.362669649,0.076587963,-0.228694612,0.22213392,0.03140878,-0.136828288,0.318658129,0.416624379,0.513669194,-0.627237265,-0.20529952,0.182911335,-0.042621844,-0.163328747,0.042456715,0.526021448,0.123978232,-0.003944324,0.379597523,-0.650196847,-0.2342124,-0.146000995,0.15349931,0.161310318,0.11669916,0.256846662,0.107349698,0.091450694,0.171155137,-0.33403972,-0.354703998,-0.061154629,0.159262414,-0.001003821,-0.11319815,0.186447349,0.176151426,0.034652506,-0.044008975,-0.58594771,0.191497,0.307604383,0.299439827,0.822077431,-0.034027653,0.186535956,0.137170127,0.143319714,0.141795305,0.200538887,-0.547843678,-0.262910467,-0.647453096,0.17561231,0.256796268,0.159564987,0.451390957,0.143319714,0.270848802,0.257409806,-0.466551814,-0.241977498,-0.004548196,-0.185165486,-0.59156339,-0.768445676,-0.76490077,-0.356596507,-0.653793271,-0.682129177,-0.34999306,-0.636206255,-0.239222279,-0.658518657,-0.70240855,-0.020024813,-0.241977498,-0.004548196,-0.035573488,-0.493543541,-0.711643389,0.146919177,0.128153317,-0.051739813,0.1673594,0.009861614,-0.022216225,-0.129985941,-0.192210852,-0.270621297,0.15656649,0.192997738,0.18411575,-0.235773702,-0.485212079,-0.445074486,-0.435474886,-0.488491996,-0.488561636,-0.329661118,-0.42494572,-0.606384635,-0.427494498,-0.598525665,-0.6139409,-0.199233613,-0.013871803,-0.068395788,-0.297673346,-0.430581443,-0.556957706,-0.315113316,-0.536762082,-0.498653785,-0.43021275,-0.668532662,-0.728975112,-0.057429379,-0.15786584,-0.324714025,-0.323600023,-0.597061581,-0.672696824,-0.520545978,-0.623201926,-0.716945711,-0.068739347,-0.18389011,-0.30887759,-0.320232744,-0.709245294,-0.665204157,-0.332732148,-0.72503478,-0.708097034,0.151909038,0.186679427,0.161967812,-0.263992435,-0.705324574,-0.692682226,-0.384136399,-0.734301114,-0.717788761,0.153734943,0.186679427,0.161967812,-0.07765295,0.250613416,0.050712965,0.013778325,-0.128029008,0.399384108,0.40468266,0.13057867,0.135448631,0.405429748,-0.310579237,0.151569134,0.089294183,0.217742247,0.558382805,0.485972593,0.075105085,0.102142286,0.231815283,0.34313236,0.554771967,0.614402138,0.25864681,0.587728797,0.489674176,0.172046745,-0.280833309,0.113891951,-0.311920186,0.110822352,0.202469136,0.250613416,-0.109692713,-0.025505103,0.578282247,-0.086016942,0.372702627,0.046113963,0.111893431,0.386497655,0.329496178,0.60088713,-0.358776816,-0.081133292,0.099750653,0.148004466,-0.031633603,0.087906069,0.148569339,-0.213993046,-0.188937275,-0.191209752,-0.004118769,-0.328427119,-0.260343496
CC(=O)O,0.375949771,0.375949771,-0.397216427,-0.22369892,0.217578887,0.221903953,0.217565473,0.206118548,0.50510794,-0.583766602,0.564507592,0.565180604,0.075551609,0.00581788,0.198885176,0.098240104,0.117017521,0.137333372,0.036797661,0.122917011,0.003043831,0.075987116,-0.058396665,0.079283298,-0.120553184,0.086321773,-0.114286383,0.286088198,0.215791954,0.012288862,0.149092875,0.69415166,0.60208467,-0.097971567,0.261726309,-0.052560879,0.475945679,0.671516469,-0.110669006,-0.067061556,-0.186957156,-0.045048674,-0.339695008,0.035716235,-0.037861236,0.506144413,0.330385,-0.002890489,0.294646355,-0.03808989,0.164419291,-0.232211492,-0.076829527,0.47409779,-0.10838122,-0.061122746,0.024732297,0.606192022,0.549411177,-0.116220669,-0.133854786,-0.232234658,-0.087649634,0.003686999,0.655647711,0.467393507,0.240322541,0.667223506,-0.123637336,-0.252366575,0.016860736,-0.161484206,-0.121760908,-0.252155532,0.508077243,-0.086513502,-0.293609641,0.637381259,0.635252583,0.352231736,-0.083488351,-0.242556981,-0.115562852,-0.139855932,0.256895215,0.104298459,0.162313882,0.59308299,0.62581343,-0.052223297,-0.118479674,-0.108893101,-0.189586679,-0.060950481,-0.203090599,0.515344752,0.526148482,0.477733362,0.363451017,-0.052223297,-0.098692754,-0.09379581,-0.245057716,-0.491619189,0.057205786,0.549408287,0.038345287,-0.030820263,-0.07613594,0.37765161,-0.135835008,-0.152045723,0.00412834,-0.118145611,-0.044459404,-0.042732344,-0.137229652,-0.335989957,-0.491619189,0.057205786,-0.301476394,-0.51772831,-0.211468453,0.622753291,0.403187401,0.16574124,0.484923598,0.045111993,-0.067786634,-0.583769669,-0.42765776,-0.735538033,0.584131435,0.435018705,0.494074899,0.002593646,-0.209419955,0.066930038,-0.065492922,-0.271977798,-0.031935151,-0.008149016,0.266586753,-0.044703309,-0.095022712,0.016322728,-0.056873026,-0.187322017,-0.330871122,-0.024037924,-0.007809669,0.235781404,-0.042004874,-0.16341218,-0.268103567,-0.162901508,-0.13602893,-0.329689371,-0.253213008,0.161671998,0.484881625,0.101105687,-0.048763969,-0.097350048,-0.182477467,-0.31358796,-0.487511132,-0.306279218,0.106867461,0.427392541,0.065353831,-0.288896997,-0.402992702,-0.100420668,-0.175804298,-0.360107916,-0.238847131,0.405922748,0.498834217,0.432801236,-0.054709649,-0.301674089,-0.199778781,-0.300167023,-0.412333424,-0.275801769,0.410801827,0.498834217,0.432801236,0.268301017,0.11140458,0.213798385,0.217584286,-0.100534795,-0.088842999,-0.017392575,0.063209238,0.076465894,0.370321074,0.190643435,0.079644386,-0.075823408,0.070292591,0.268319957,0.292957387,0.397122425,0.369538153,0.422016654,0.152201712,0.094462697,0.251642009,0.030313401,0.161827018,0.086212444,0.173281888,-0.234030207,0.142722533,0.17306807,-0.27444469,-0.094500047,0.11140458,-0.369596797,0.45695123,0.570555574,0.46079785,0.174949902,0.466158865,0.572223719,0.634242032,0.255562167,0.284683628,-0.066099037,0.396003735,0.300193251,0.246829075,-0.396786097,-0.254241198,0.040594258,0.215675892,0.352007436,0.287283803,0.254894605,-0.021832561,0.111314566
CC(C)(C)S,-0.173483601,-0.173483601,-0.138375345,0.045991549,0.046978519,0.014753211,0.047159844,0.103043741,-0.181741185,0.215913905,-0.222897595,-0.193906154,0.198855833,-0.078722518,0.085316597,0.222004939,0.209498095,0.018448643,0.190415475,0.162262197,0.476029038,0.464109919,0.363281595,0.386144772,0.340035211,0.282319665,0.239999061,0.118182778,-0.067473829,-0.009261122,0.093037057,-0.141997701,-0.078973656,-0.054155821,-0.06483441,-0.029054119,-0.087164054,-0.101990281,-0.089042303,0.031657807,-0.134122011,0.251812549,0.157220914,-0.033655258,-0.145586711,-0.118707224,-0.132224699,-0.094518066,0.474928506,0.453665595,-0.177171426,-0.184119932,-0.042469119,-0.12019433,-0.059909973,-0.033786869,-0.005816193,-0.092110802,-0.109560325,0.505840786,0.412972385,-0.179014613,-0.048450158,-0.063015997,-0.161364713,-0.101276839,-0.090630794,0.016700262,0.293482336,-0.01212278,-0.04761316,0.000396598,-0.033207711,0.224826883,0.123398763,-0.04660095,-0.044264429,-0.124028391,-0.136014981,-0.116140411,0.075764176,-0.145289537,0.10175529,0.690303729,0.166677109,0.292700232,0.05581003,-0.133094551,-0.170948602,0.548482756,-0.065492104,0.441414795,-0.136363636,-0.110263569,-0.19245009,-0.147273747,-0.119619479,-0.16539773,-0.05220369,0.548482756,-0.054554473,0.466628263,0.080700021,0.233085285,0.142325914,-0.258704731,-0.248099255,-0.312484952,-0.304395081,-0.292918845,-0.235721134,-0.241209406,-0.19413089,-0.229396498,-0.126986362,-0.280263634,-0.252339189,-0.10755833,0.233085285,0.142325914,-0.046695881,0.06968591,-0.319545264,-0.277453312,-0.232852334,-0.300962349,-0.205822017,0.035272348,0.053506718,0.215913754,0.110589145,0.142268137,-0.227858834,-0.101127737,-0.060948649,0.003266109,-0.103783042,-0.182087707,-0.125181602,0.058533236,-0.04447231,-0.150229223,-0.213849537,-0.220664464,-0.150254323,-0.106677779,-0.149522653,0.017075149,0.196382824,0.11885312,-0.14016104,-0.211239052,-0.209052868,-0.023440033,-0.118710083,-0.152927816,-0.118070291,-0.062627034,-0.14628507,-0.113326075,-0.176940346,-0.157986935,-0.132116693,-0.11733284,-0.163349618,-0.051795395,-0.003302363,-0.114105993,-0.108191534,-0.177377398,-0.155029481,0.024428552,-0.152470172,-0.242029948,0.025968867,-0.164161229,-0.229133547,-0.030597578,-0.037601044,-0.032623621,0.01572517,-0.169265107,-0.231761199,0.035574773,-0.15689348,-0.224695169,-0.030965353,-0.037601044,-0.032623621,-0.227026913,0.275754761,0.079458862,0.046973677,0.053170875,0.201537991,0.137911238,-0.023311497,-0.036238087,0.316059556,0.04943748,-0.032940393,-0.135942506,0.03017571,0.352088393,0.291845427,-0.108003711,-0.122628125,-0.108347077,-0.136639046,0.134794466,0.206878971,0.027678515,0.059686077,0.128017928,0.1576992,-0.125207407,0.183808593,-0.298352049,0.160270605,0.072136625,0.275754761,0.135331404,-0.245837465,-0.009625939,-0.261449152,0.157936638,-0.182365638,-0.310563266,-0.176906578,0.211365286,0.183027553,-0.149416081,-0.230369851,-0.110054728,-0.172892533,0.053764805,0.097375599,-0.075689403,-0.180886392,-0.194007123,-0.170818798,-0.043138619,-0.132663674,-0.105937914
