MaxPartialCharge,ESP Minimal Value,Mid-Fun_PEOE-Charge_Sum,Atom_MR_Delta,MinAbsPartialCharge,VSA_EState7,EState_VSA10,Mid-Fun_PEOE-Charge_Mean,NumAliphaticRings,Tri_boron,Iaverage / mA cm-2,SlogP_VSA5,PEOE_VSA12,Arylchloride,Octopole Moment,SlogP_VSA4,PEOE_VSA9,ALIE Maximal Value,Arylthiol,ODI HOMO-1,Primary_arom_amine,NHOHCount,EState_VSA5,NumHDonors,Atom_PEOE-Charge_Min,Alkene,Arylfluoride,PEOE_VSA14,Secondary_aliph_amine,Fun_PEOE-Charge_Mean,MaxAbsPartialCharge
0.10685456,-62.41683,-0.061455224,6.534,0.10685456,3.585942933,0.0,-0.020485075,0,0,133.3333333,0.0,0.0,0,241.0075,0.0,0.0,15.96515,2,33.56,0,0,0.0,0,-0.249098998,0,0,0.0,0,-0.017558635,0.249081152
0.174765942,-61.88976,-0.13434532,6.6283,0.174765942,0.0,0.0,-0.06717266,0,0,95.33333333,0.0,0.0,0,206.6079,0.0,0.0,17.22972,0,13.75,0,2,0.0,2,-0.332491216,0,0,0.0,0,-0.03358633,0.332489165
-0.009338438,-16.36062,8.33e-17,5.634,0.009338438,0.0,0.0,8.33e-17,0,0,154.3333333,0.0,0.0,0,18.5802,0.0,0.0,15.17691,0,38.98,0,0,0.0,0,-0.152473278,0,0,0.0,0,8.33e-17,0.152454341
0.044898716,-12.0766,-4.94e-05,5.634,0.044898716,0.0,0.0,-1.65e-05,0,0,125.3333333,0.0,0.0,0,109.1987,0.0,0.0,15.96066,0,6.88,0,0,19.50858877,0,-0.142999713,0,0,0.0,0,2.31e-17,0.142984959
0.079074829,-64.6321,1.39e-17,5.634,0.079074829,1.768518519,0.0,1.39e-17,0,0,114.6666667,0.0,0.0,0,33.5792,0.0,5.510539274,15.74514,0,39.21,0,0,0.0,0,-0.253196598,0,0,0.0,0,1.39e-17,0.253177645
0.081150636,-61.28353,-8.33e-17,5.634,0.081150636,0.0,0.0,-8.33e-17,0,0,149.3333333,0.0,0.0,0,70.1752,0.0,15.72715991,15.82781,0,14.21,0,0,4.699919916,0,-0.244681614,0,0,0.0,0,0.04513559,0.244665694
0.087763355,-34.45669,-0.087754089,6.534,0.087763355,0.0,0.0,-0.021938522,0,0,85.0,16.69035448,0.0,0,173.2158,0.0,4.747022453,15.68455,0,5.19,0,0,16.69035448,1,-0.158034764,0,0,0.0,0,-0.021938522,0.158024362
0.013746635,-36.634,-0.069667363,6.534,0.013746635,8.922384259,0.0,-0.069667363,4,0,86.66666667,38.52492974,0.0,0,68.5715,17.75371814,0.0,15.60971,0,28.22,0,0,19.26246487,1,-0.172486665,0,0,0.0,0,-0.069667363,0.172470493
0.040627633,-16.65423,0.119882892,6.534,0.040627633,0.0,0.0,0.039960964,0,0,96.33333333,0.0,0.0,1,71.0605,0.0,0.0,15.78501,1,13.99,0,0,0.0,1,-0.143437992,0,0,0.0,0,9.25e-18,0.143425147
0.004071126,-21.42833,0.071054975,6.534,0.004071126,0.0,0.0,0.023684992,0,0,104.0,0.0,0.0,0,122.8029,0.0,0.0,15.64718,2,13.71,0,0,0.0,2,-0.143438405,0,0,0.0,0,-8.33e-17,0.143425557
0.005097197,-21.577,0.070973904,6.534,0.005097197,0.0,0.0,0.023657968,0,0,100.6666667,0.0,0.0,0,90.8719,0.0,0.0,15.57676,2,13.95,0,0,0.0,2,-0.1433985,0,0,0.0,0,-4.63e-17,0.143385764
0.01737486,-26.01288,0.068704845,6.534,0.01737486,0.0,0.0,0.022901615,0,0,99.66666667,0.0,0.0,0,43.4692,0.0,0.0,15.50992,2,13.95,0,0,0.0,2,-0.142302274,0,0,0.0,0,2.31e-17,0.142290682
0.092881386,-69.49401,1.25e-16,6.534,0.092881386,1.710648148,0.0,1.25e-16,0,0,138.3333333,0.0,0.0,0,35.342,0.0,5.025959979,15.87523,1,15.04,0,0,0.0,1,-0.250241728,0,0,0.0,0,4.86e-17,0.250222508
0.02783533,-70.78983,-5.55e-17,6.534,0.02783533,3.421296296,0.0,-5.55e-17,0,0,134.0,0.0,0.0,0,64.9359,0.0,0.0,15.9466,1,16.07,0,0,0.0,1,-0.264677708,0,0,0.0,0,-2.08e-17,0.264654616
0.04994554,-70.51442,-0.121604969,6.534,0.04994554,1.769398148,0.0,-0.060802485,0,0,129.3333333,5.693927995,0.0,0,52.9621,0.0,0.0,15.79126,0,14.28,0,0,0.0,1,-0.260463856,0,0,0.0,0,-0.060802485,0.260442152
-0.009791409,-33.99552,-0.154321905,6.534,0.009791409,10.9674667,0.0,-0.077160952,0,0,85.33333333,51.36657298,0.0,0,529.6783,0.0,0.0,14.83945,0,28.47,0,0,51.36657298,2,-0.179381399,0,0,0.0,0,-0.077160952,0.179363901
-0.009791409,-33.51011,-0.154321905,6.534,0.009791409,8.044435154,0.0,-0.077160952,0,0,108.3333333,38.52492974,0.0,0,379.8979,0.0,0.0,14.83619,0,27.77,0,0,38.52492974,2,-0.179381399,0,0,0.0,0,-0.077160952,0.179363901
-0.009790913,-32.28269,-0.154321897,6.534,0.009790913,3.764228395,0.0,-0.077160948,0,0,83.66666667,19.26246487,0.0,0,185.49,0.0,0.0,14.90441,0,26.18,0,0,19.26246487,2,-0.179381395,0,0,0.0,0,-0.077160948,0.179363897
-0.009762185,-31.19968,-0.154320863,6.534,0.009762185,2.402006173,0.0,-0.077160431,0,0,97.66666667,12.84164325,0.0,0,153.0647,0.0,0.0,15.05727,0,15.69,0,0,12.84164325,2,-0.179380881,0,0,0.0,0,-0.077160431,0.179363387
-0.000931643,-27.25202,-0.152558684,6.534,0.000931643,0.0,0.0,-0.076279342,0,0,129.6666667,0.0,0.0,0,77.9813,0.0,0.0,14.93267,0,27.54,0,0,0.0,2,-0.178529579,0,0,0.0,0,-0.076279342,0.178512939
