Conju-Part-Wt (Max-Conju),VSA_EState7,Fun_MR_Sum,Num of Conju-All-Atoms,Conju_PEOE-Charge_Max,Fun_LogP_Sum,EState_VSA10,SMR_VSA9,Conju_LogP_Max,PEOE_VSA12,NumSaturatedRings,Conju_MR_Sum,Octopole Moment,VSA_EState8,Conju_LogP_Min,SlogP_VSA10,PEOE_VSA14,MolLogP,Mid-Fun_LogP_Delta,Arylchloride,MaxAbsEStateIndex,NumAliphaticRings,Length/Diameter,Conju_LogP_Mean,EState_VSA2,NumRotatableBonds,SlogP_VSA7,MaxAbsPartialCharge,Secondary_arom_amine,Fun_LogP_Min,Thioacetal,EState_VSA6,Atom1_ALIE Min value,SlogP_VSA6,Mid-Fun_MR_Delta,EState_VSA5,Sulfon,HOMO,Primary_arom_amine,Alkene,c1ccc2sc_n+_c2c1,Nitro,c1ccc2occcc2c1,Lactone,Farthest Distance,Oxoarene,Conju_PEOE-Charge_Delta,c1ccsc1,Conju_PEOE-Charge_Std
0.0,0.0,15.182,0,0.0,1.2964,0.0,0.0,0.0,0.0,0,0.0,200.2773,1.532218443,0.0,0.0,0.0,0.2852,0.0,0,5.245325964,0,0.999751367,0.0,0.0,5,0.0,0.329620494,0,1.2964,0,21.58779595,8.386776,0.0,0.0,0.0,0,-0.234512,0,0,0,0,0,0,9.665,0,0.0,0,0.0
188.232,0.0,52.0705,12,5.55e-17,3.0406,4.794537184,0.0,3.0406,5.783244946,0,52.0705,95.0479,0.0,3.0406,0.0,0.0,3.0406,1.603,0,11.58935185,0,0.999748026,3.0406,5.783244946,2,0.0,0.28678268,0,-0.1654,0,0.0,9.761846,35.02559381,23.421,22.67357176,0,-0.250199,0,0,0,0,0,0,9.505,0,0.0,2,0.0
28.01,1.62037037,5.007,2,-0.165646911,-0.4309,4.794537184,0.0,-0.4309,0.0,1,5.007,45.7839,0.0,-0.4309,0.0,0.0,1.0825,0.0,0,10.44972222,1,1.030874098,-0.4309,0.0,0,0.0,0.299651667,0,-0.4309,0,0.0,7.939219,0.0,0.0,0.0,0,-0.230534,0,0,0,0,0,0,5.083,0,0.0,0,0.0
74.084,0.0,8.5317,4,-0.228841974,-0.2904,4.794537184,0.0,0.3578,0.0,1,16.1227,54.4043,0.850694444,0.3578,4.794537184,0.0,0.4428,0.0,0,10.09490741,1,0.992061356,0.3578,5.239211713,0,0.0,0.346132827,0,-0.2904,0,0.0,8.681939,0.0,0.0,11.76188495,0,-0.249333,0,0,0,0,0,0,4.713,0,0.0,0,0.0
0.0,-1.479938272,26.8472,0,0.0,-1.467,0.0,0.0,0.0,0.0,0,0.0,94.4461,0.0,0.0,0.0,0.0,-0.4322,0.9375,0,8.751157407,0,1.058841159,0.0,11.50570721,3,0.0,0.389545831,0,-0.557,0,0.0,8.345829,0.0,6.7672,0.0,0,-0.241541,0,0,0,0,0,0,7.009,0,0.0,0,0.0
120.132,0.0,35.3588,8,-1.94e-16,1.6809,0.0,5.749511833,1.6809,0.0,0,35.3588,63.306,0.0,1.6809,0.0,0.0,1.6809,0.9375,0,8.84287037,0,1.027942925,1.6809,5.749511833,0,0.0,0.506794809,0,-0.557,0,18.19910121,8.538081,29.16095175,8.986,0.0,0,-0.218486,0,0,0,0,0,0,6.01,0,0.0,0,0.0
212.258,3.585942933,90.552,14,1.39e-16,5.8688,0.0,0.0,3.276,0.0,0,60.188,241.0075,0.0,3.276,0.0,0.0,3.276,0.9898,0,4.208154289,0,0.979570243,3.276,0.0,3,0.0,0.249081152,0,0.6482,0,33.9814831,9.129102,58.84380951,22.503,0.0,0,-0.24105,0,0,0,0,0,0,9.887,0,0.0,0,0.0
216.224,0.0,60.1294,16,-4.3e-16,3.1256,0.0,0.0,3.4955,0.0,0,72.7274,206.6079,0.0,3.4955,11.37477255,0.0,3.4955,0.0,0,5.195804989,0,0.987750224,3.4955,0.0,2,0.0,0.332489165,2,-0.3046,0,0.0,7.480233,60.66367068,0.0,0.0,0,-0.219054,0,0,0,0,0,0,10.989,0,0.0,0,0.0
80.111,0.0,24.319,5,8.33e-17,1.7481,0.0,0.0,1.7481,0.0,0,24.319,18.5802,0.0,1.7481,0.0,0.0,1.7481,0.0,0,2.041666667,0,0.999856528,1.7481,0.0,0,0.0,0.152454341,0,1.7481,0,11.33678588,9.496015,22.89285968,0.0,0.0,0,-0.242094,0,0,0,0,0,0,4.569,0,0.0,1,0.0
240.333,0.0,70.945,15,1.8e-16,5.2051,0.0,19.50858877,5.2051,0.0,0,70.945,109.1987,0.0,5.2051,0.0,0.0,5.2051,1.7383,0,2.213842593,0,0.999932268,5.2051,0.0,2,0.0,0.142984959,0,1.7285,0,22.67357176,9.540164,47.15832795,23.816,19.50858877,0,-0.201635,0,0,0,0,0,0,12.363,0,0.0,3,0.0
82.107,1.768518519,22.114,5,1.39e-17,1.1431,0.0,0.0,1.1431,0.0,0,22.114,33.5792,0.0,1.1431,0.0,0.0,1.1431,0.0,0,3.740740741,0,0.999134948,1.1431,0.0,0,0.0,0.253177645,0,1.1431,0,23.04416872,9.969981,17.08744562,0.0,0.0,0,-0.257285,0,0,0,0,0,0,4.536,0,0.0,0,0.0
130.151,0.0,87.932,9,-8.33e-17,5.1836,0.0,0.0,2.2963,0.0,0,39.62,70.1752,0.0,2.2963,0.0,0.0,2.2963,0.0,0,4.137222222,0,0.97553583,2.2963,0.0,0,0.0,0.244665694,0,1.1719,0,11.33678588,9.721013,29.77600755,0.0,4.699919916,0,-0.244095,0,0,0,0,0,0,6.837,0,0.0,0,0.0
72.066,0.0,85.618,18,-0.011203923,5.005,0.0,0.0,1.5415,0.0,0,76.632,173.2158,0.0,1.5415,0.0,0.0,4.9083,1.161,0,5.087314815,0,0.981737081,1.5415,0.0,3,0.0,0.158024362,0,0.3805,0,0.0,8.228511,90.99550603,16.558,16.69035448,0,-0.236745,0,0,0,0,0,0,9.482,0,0.0,0,0.0
0.0,8.922384259,8.986,0,0.0,0.3805,0.0,0.0,0.0,0.0,4,0.0,68.5715,0.0,0.0,0.0,0.0,2.885,0.0,0,4.850185185,4,0.993488372,0.0,0.0,0,0.0,0.172470493,0,0.3805,0,19.26246487,7.970661,0.0,0.0,19.26246487,0,-0.236527,0,0,0,0,0,0,6.2,0,0.0,0,0.0
139.586,0.0,38.704,8,0.0,2.6287,0.0,0.0,2.6287,0.0,0,38.704,71.0605,0.0,2.6287,0.0,0.0,2.6287,0.6895,1,5.577716049,0,1.027546778,2.6287,0.0,0,5.022633314,0.143425147,0,0.3805,0,0.0,8.677142,29.16095175,8.986,0.0,0,-0.227297,0,0,0,0,0,0,6.669,0,0.0,0,0.0
136.2,0.0,40.946,8,-2.78e-16,2.264,0.0,0.0,2.264,0.0,0,40.946,122.8029,0.0,2.264,0.0,0.0,2.264,0.3805,0,4.097716049,0,1.084111135,2.264,0.0,0,0.0,0.143425557,0,0.3805,0,0.0,8.596751,34.05643522,8.986,0.0,0,-0.212278,0,0,0,0,0,0,6.814,0,0.0,0,0.0
136.2,0.0,40.946,8,-9.71e-17,2.264,0.0,0.0,2.264,0.0,0,40.946,90.8719,0.0,2.264,0.0,0.0,2.264,0.3805,0,4.105216049,0,0.999895288,2.264,0.0,0,0.0,0.143385764,0,0.3805,0,0.0,8.649369,34.05643522,8.986,0.0,0,-0.223647,0,0,0,0,0,0,7.149,0,0.0,0,0.0
136.2,0.0,40.946,8,8.33e-17,2.264,0.0,0.0,2.264,0.0,0,40.946,43.4692,0.0,2.264,0.0,0.0,2.264,0.3805,0,4.121419753,0,0.958869814,2.264,0.0,0,0.0,0.142290682,0,0.3805,0,0.0,8.718747,34.05643522,8.986,0.0,0,-0.222637,0,0,0,0,0,0,5.989,0,0.0,0,0.0
106.129,1.710648148,31.489,7,1.25e-16,1.3703,0.0,0.0,1.3703,0.0,0,31.489,35.342,0.0,1.3703,0.0,0.0,1.3703,0.0,0,3.973271605,0,1.023832221,1.3703,0.0,0,0.0,0.250222508,0,0.3805,0,6.196843572,8.699802,29.42190476,0.0,0.0,0,-0.236057,0,0,0,0,0,0,5.992,0,0.0,0,0.0
106.129,3.421296296,31.489,7,-5.55e-17,1.3703,0.0,0.0,1.3703,0.0,0,31.489,64.9359,0.0,1.3703,0.0,0.0,1.3703,0.0,0,4.044382716,0,0.9767642,1.3703,0.0,0,0.0,0.264654616,0,0.3805,0,12.39368714,8.86085,29.42190476,0.0,0.0,0,-0.244629,0,0,0,0,0,0,5.734,0,0.0,0,0.0
74.062,1.769398148,32.325,6,-0.051322011,1.317,0.0,0.0,0.9365,0.0,0,23.339,52.9621,0.0,0.9365,0.0,0.0,1.5114,0.556,0,4.047623457,0,0.993665713,0.9365,0.0,1,0.0,0.260442152,0,0.3805,0,6.196843572,8.177306,24.39594478,14.353,0.0,0,-0.243973,0,0,0,0,0,0,7.389,0,0.0,0,0.0
0.0,10.9674667,17.972,0,0.0,0.761,0.0,0.0,0.0,0.0,0,0.0,529.6783,0.0,0.0,0.0,0.0,3.9668,0.0,0,4.183277667,0,0.999512301,0.0,0.0,9,0.0,0.179363901,0,0.3805,0,0.0,8.02673,0.0,0.0,51.36657298,0,-0.239577,0,0,0,0,0,0,15.453,0,0.0,0,0.0
0.0,8.044435154,17.972,0,0.0,0.761,0.0,0.0,0.0,0.0,0,0.0,379.8979,0.0,0.0,0.0,0.0,3.1866,0.0,0,4.151822204,0,0.999244998,0.0,0.0,7,0.0,0.179363901,0,0.3805,0,0.0,8.027367,0.0,0.0,38.52492974,0,-0.239609,0,0,0,0,0,0,12.895,0,0.0,0,0.0
0.0,3.764228395,17.972,0,0.0,0.761,0.0,0.0,0.0,0.0,0,0.0,185.49,0.0,0.0,0.0,0.0,2.0163,0.0,0,4.068503086,0,0.996032402,0.0,0.0,4,0.0,0.179363897,0,0.3805,0,0.0,8.035676,0.0,0.0,19.26246487,0,-0.23994,0,0,0,0,0,0,9.099,0,0.0,0,0.0
0.0,2.402006173,17.972,0,0.0,0.761,0.0,0.0,0.0,0.0,0,0.0,153.0647,0.0,0.0,0.0,0.0,1.6262,0.0,0,4.02066358,0,0.995916852,0.0,0.0,3,0.0,0.179363387,0,0.3805,0,0.0,8.049127,0.0,0.0,12.84164325,0,-0.24043,0,0,0,0,0,0,7.776,0,0.0,0,0.0
0.0,0.0,17.972,0,0.0,0.761,0.0,0.0,0.0,0.0,0,0.0,77.9813,0.0,0.0,0.0,0.0,0.846,0.0,0,3.844135802,0,1.057426259,0.0,0.0,1,0.0,0.178512939,0,0.3805,0,0.0,8.158677,0.0,0.0,0.0,0,-0.243849,0,0,0,0,0,0,5.263,0,0.0,0,0.0
