PEOE_VSA8,Disulfide,EState_VSA7,Atom1_ESP Pi (kcal/mol),c1ccncc1,Primary_arom_amine,NumAliphaticRings,PEOE_VSA12,NumSaturatedRings,Conju_LogP_Std,Alkene,Atom_PEOE-Charge_Sum,c1nc_nH_n1,c1c_nH_cn1,c1cc_nH_c1,c1ccc2_nH_ccc2c1,Atom_PEOE-Charge_Mean,c1ccc2cc3ccccc3cc2c1,c1cn_nH_c1,c1cc2ccc(ccnccc3ccc(ccn1)_nH_3)_nH_2,c1nnn_nH_1,c1ccc2ncccc2c1,c1nncs1,Alkylchloride,Alkylbromide,Tertiary_aliph_amine,Aldehyde,Oxime,Acetal,Hemiacetal,Chloroalkene,Bromoalkene,Enol,Carboxylic_ester,Nitrile,Aryliodide,Azo,Phosphonic_acid_derivative,Sugar_pattern_combi,SMR_VSA2,Sulfon,Conju_PEOE-Charge_Std,Conju_MR_Std,Conju_MR_Delta,Tri_boron,c1ccc2sc_n+_c2c1,Amide,Conju_PEOE-Charge_Delta,VSA_EState1,Alkylfluoride,Trifluoromethyl,c1ccc2occcc2c1,Lactone,Oxoarene,Arylfluoride,Thioacetal,SlogP_VSA10,Iaverage / mA cm-2,Kappa1,Fun_MR_Min,Mid-Fun_LogP_Delta,Atom Number,Alcohol,Althoxyl,HOMO,EState_VSA4,Chi1v,Tertiary_arom_amine,Secondary_aliph_amine
14.81360026,0,24.26546827,14.276778,0,0,1,0.0,0,0.0,0,1.11e-16,0,0,0,0,4.83e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,11.37477255,147.0,9.131038964,3.9627,2.0441,23,0,0,-0.198188,16.39740586,5.857075722,0,0
16.83863893,0,11.76188495,13.43941,0,0,1,0.0,0,0.0,0,4.16e-17,0,0,0,0,1.6e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,11.37477255,146.0,8.862957904,2.819,2.2214,26,0,0,-0.179338,0.0,5.773872601,1,0
20.13718479,0,11.94758171,9.512251,0,0,1,0.0,1,0.0,0,1.94e-16,0,0,0,0,1.3e-17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,91.0,4.839476831,1.839,0.0,15,0,0,-0.218504,18.2019497,2.702973986,0,1
0.0,0,0.0,14.372363,0,0,0,0.0,0,0.0,0,6.94e-17,0,0,0,0,1.16e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,116.6666667,2.35,8.986,0.0,6,0,0,-0.241991,0.0,1.341640786,0,0
4.895483476,0,6.255769184,13.799755,0,0,0,0.0,0,0.0,0,-8.33e-17,0,0,0,0,-4.38e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,108.6666667,8.139601594,7.591,0.8049,19,0,0,-0.225303,4.895483476,4.336215455,0,0
4.895483476,0,18.38850332,13.923862,0,0,0,0.0,0,0.0,0,-6.94e-17,0,0,0,0,-4.08e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,90.0,6.489474313,2.2188,1.2052,17,0,0,-0.23169,0.0,3.88209131,0,0
6.420821623,0,0.0,14.395269,0,0,0,0.0,0,0.0,0,-5.69e-16,0,0,0,0,-2.11e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,162.109757,13,1,0,0,0,0,0,57.07539562,109.0,21.44,1.108,0.675,27,0,0,-0.248335,0.0,5.509005763,0,0
6.066367068,0,0.0,13.800854,0,0,0,0.0,0,0.0,0,1.39e-16,0,0,0,0,1.07e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,49.00666667,0,0,0,0,0,4,0,17.56166019,96.0,8.38718173,1.108,1.6808,13,0,0,-0.245312,0.0,3.004099608,0,0
0.0,0,0.0,8.957976,0,0,0,0.0,0,0.0,0,-2.22e-16,0,0,0,0,-7.4e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,60.57640967,0,0,0,0,0,0,0,4.481273115,129.6666667,14.63519978,10.7588,0.6702,30,0,0,-0.280138,24.26546827,8.310588042,0,0
12.17367523,0,0.0,14.540745,0,0,0,11.81435946,0,0.25205,0,3.33e-16,0,0,0,0,9e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055193391,0.25345,0.5069,0,0,2,0.12310979,0.0,0,0,0,0,0,0,0,0.0,129.3333333,18.19,7.6358,1.3068,37,0,0,-0.245611,0.0,6.288908964,0,2
