Mid-Fun_MR_Sum,Iaverage / mA cm-2,VSA_EState6,Density (g/cm^3),ALIE Variance,Long/Sum Size Ratio,Fun_PEOE-Charge_Mean,PEOE_VSA3,Mid-Fun_LogP_Sum,PEOE_VSA14,Mid-Fun_PEOE-Charge_Sum,Sulfon,Conju_LogP_Min,EState_VSA4,PEOE_VSA7,ODI HOMO-1,VSA_EState8,Tertiary_arom_amine,Arylfluoride,Atom_MR_Delta,Conju_PEOE-Charge_Max,Conju_PEOE-Charge_Min,Conju_PEOE-Charge_Mean,Mid-Fun_PEOE-Charge_Mean,Octopole Moment,EState_VSA1,Fun_LogP_Mean,PEOE_VSA4,Carboxylic_acid,Atom_LogP_Mean,Mid-Fun_PEOE-Charge_Max,Conju_PEOE-Charge_Sum,Conju_LogP_Mean,PEOE_VSA11,Alkene,Atom1_ALIE Min value,Conju_MR_Std,EState_VSA6,SlogP_VSA4,Primary_arom_amine,Mid-Fun_LogP_Max
135.558,133.3333333,11.75876134,2.8999,1.78361,0.473706998,-0.017558635,9.967957042,7.8484,0.0,-0.061455224,0,3.276,10.05191996,45.85326423,33.56,0.0,0,0,6.534,1.39e-16,1.39e-16,1.39e-16,-0.020485075,241.0075,0.0,0.8384,0.0,0,0.148909091,1.39e-16,1.39e-16,3.276,0.0,0,9.129102,0.0,33.9814831,0.0,0,3.276
60.1294,95.33333333,19.68993292,2.6746,3.28042,0.479738799,-0.03358633,0.0,3.1256,0.0,-0.13434532,0,3.4955,11.37477255,36.48334172,13.75,0.0,0,0,6.6283,-4.3e-16,-4.3e-16,-4.3e-16,-0.06717266,206.6079,0.0,0.7814,0.0,0,0.124839286,-0.06717266,-4.3e-16,3.4955,5.112436885,0,7.480233,0.0,0.0,0.0,0,1.5628
24.319,154.3333333,4.037037037,2.8193,1.78849,0.411417439,8.33e-17,0.0,1.7481,0.0,8.33e-17,0,1.7481,0.0,10.76012554,38.98,0.0,0,0,5.634,8.33e-17,8.33e-17,8.33e-17,8.33e-17,18.5802,0.0,1.7481,11.33678588,0,0.194233333,8.33e-17,8.33e-17,1.7481,0.0,0,9.496015,0.0,11.33678588,0.0,0,1.7481
165.203,125.3333333,12.98172761,2.9745,1.80835,0.568201062,2.31e-17,0.0,12.1387,0.0,-4.94e-05,0,5.2051,0.0,35.02559381,6.88,0.0,0,0,5.634,1.8e-16,1.8e-16,1.8e-16,-1.65e-05,109.1987,0.0,1.735033333,0.0,0,0.226308696,1.8e-16,1.8e-16,5.2051,0.0,0,9.540164,0.0,22.67357176,0.0,0,5.2051
22.114,114.6666667,0.0,3.0189,1.89286,0.410788382,1.39e-17,0.0,1.1431,0.0,1.39e-17,0,1.1431,0.0,0.0,39.21,0.0,0,0,5.634,1.39e-17,1.39e-17,1.39e-17,1.39e-17,33.5792,0.0,1.1431,0.0,0,0.1428875,1.39e-17,1.39e-17,1.1431,0.0,0,9.969981,0.0,23.04416872,0.0,0,1.1431
39.62,149.3333333,8.126388889,2.8836,1.70859,0.45145777,0.04513559,4.983978521,2.2963,0.0,-8.33e-17,0,2.2963,5.516700718,12.13273414,14.21,0.0,0,0,5.634,-8.33e-17,-8.33e-17,-8.33e-17,-8.33e-17,70.1752,0.0,1.727866667,0.0,0,0.164021429,-8.33e-17,-8.33e-17,2.2963,0.0,0,9.721013,0.0,11.33678588,0.0,0,2.2963
85.618,85.0,31.26800926,2.5427,1.5681,0.384932682,-0.021938522,0.0,5.005,0.0,-0.087754089,0,1.5415,0.0,16.69035448,5.19,0.0,0,0,6.534,-0.011203923,-0.011203923,-0.011203923,-0.021938522,173.2158,4.747022453,1.25125,12.62878915,0,0.136341667,-0.011203923,-0.03361177,1.5415,0.0,0,8.228511,0.0,0.0,0.0,0,1.5415
8.986,86.66666667,0.0,2.411,1.62332,0.377268512,-0.069667363,0.0,0.3805,0.0,-0.069667363,0,0.0,17.75371814,56.27864788,28.22,0.0,0,0,6.534,0.0,0.0,0.0,-0.069667363,68.5715,0.0,0.3805,12.62878915,0,0.106851852,-0.069667363,0.0,0.0,0.0,0,7.970661,0.0,19.26246487,17.75371814,0,0.3805
101.273,96.33333333,7.324074074,3.0532,1.73813,0.48928377,9.25e-18,0.0,6.8161,0.0,0.119882892,0,2.6287,9.918116789,24.26546827,13.99,0.0,0,0,6.534,0.0,0.0,0.0,0.039960964,71.0605,0.0,0.876233333,0.0,0,0.202207692,0.084355821,0.0,2.6287,0.0,0,8.677142,0.0,0.0,0.0,0,2.6287
104.866,104.0,7.632716049,2.8879,2.18681,0.492093207,-8.33e-17,0.0,6.031,0.0,0.071054975,0,2.264,9.790966951,24.26546827,13.71,0.0,0,0,6.534,-2.78e-16,-2.78e-16,-2.78e-16,0.023684992,122.8029,0.0,0.754666667,0.0,0,0.161714286,0.035527487,-2.78e-16,2.264,0.0,0,8.596751,0.0,0.0,0.0,0,2.264
104.866,100.6666667,7.655308642,2.8869,2.1428,0.465759438,-4.63e-17,0.0,6.031,0.0,0.070973904,0,2.264,9.790966951,18.19910121,13.95,0.0,0,0,6.534,-9.71e-17,-9.71e-17,-9.71e-17,0.023657968,90.8719,0.0,0.754666667,0.0,0,0.161714286,0.035486952,-9.71e-17,2.264,0.0,0,8.649369,0.0,0.0,0.0,0,2.264
104.866,99.66666667,7.68154321,2.8781,2.01658,0.411049216,2.31e-17,0.0,6.031,0.0,0.068704845,0,2.264,9.790966951,12.13273414,13.95,0.0,0,0,6.534,8.33e-17,8.33e-17,8.33e-17,0.022901615,43.4692,0.0,0.754666667,0.0,0,0.161714286,0.034352423,8.33e-17,2.264,0.0,0,8.718747,0.0,0.0,0.0,0,2.264
31.489,138.3333333,5.595401235,2.8267,2.02147,0.452567817,4.86e-17,0.0,1.3703,0.0,1.25e-16,0,1.3703,5.025959979,12.13273414,15.04,0.0,0,0,6.534,1.25e-16,1.25e-16,1.25e-16,1.25e-16,35.342,0.0,0.68515,0.0,0,0.114191667,1.25e-16,1.25e-16,1.3703,0.0,0,8.699802,0.0,6.196843572,0.0,0,1.3703
31.489,134.0,3.672839506,2.8262,2.03928,0.43491351,-2.08e-17,0.0,1.3703,0.0,-5.55e-17,0,1.3703,4.895483476,12.13273414,16.07,0.0,0,0,6.534,-5.55e-17,-5.55e-17,-5.55e-17,-5.55e-17,64.9359,0.0,0.68515,0.0,0,0.114191667,-5.55e-17,-5.55e-17,1.3703,0.0,0,8.86085,0.0,12.39368714,0.0,0,1.3703
32.325,129.3333333,5.804058642,2.7099,2.21007,0.451196883,-0.060802485,0.0,1.317,0.0,-0.121604969,0,0.9365,11.4467816,12.13273414,14.28,0.0,0,0,6.534,-0.051322011,-0.051322011,-0.051322011,-0.060802485,52.9621,0.0,0.6585,12.62878915,0,0.10076,-0.051322011,-0.051322011,0.9365,0.0,0,8.177306,0.0,6.196843572,0.0,0,0.9365
17.972,85.33333333,0.0,2.3575,1.89496,0.660613875,-0.077160952,0.0,0.761,0.0,-0.154321905,0,0.0,11.50570721,24.34735046,28.47,0.0,0,0,6.534,0.0,0.0,0.0,-0.077160952,529.6783,0.0,0.3805,25.2575783,0,0.116670588,-0.077160952,0.0,0.0,0.0,0,8.02673,0.0,0.0,0.0,0,0.3805
17.972,108.3333333,0.0,2.4114,2.04432,0.625620421,-0.077160952,0.0,0.761,0.0,-0.154321905,0,0.0,11.50570721,24.34735046,27.77,0.0,0,0,6.534,0.0,0.0,0.0,-0.077160952,379.8979,0.0,0.3805,25.2575783,0,0.113807143,-0.077160952,0.0,0.0,0.0,0,8.027367,0.0,0.0,0.0,0,0.3805
17.972,83.66666667,0.0,2.5436,2.3965,0.569067296,-0.077160948,0.0,0.761,0.0,-0.154321897,0,0.0,11.50570721,24.34735046,26.18,0.0,0,0,6.534,0.0,0.0,0.0,-0.077160948,185.49,0.0,0.3805,25.2575783,0,0.106121053,-0.077160948,0.0,0.0,0.0,0,8.035676,0.0,0.0,0.0,0,0.3805
17.972,97.66666667,0.0,2.6128,2.5675,0.530080016,-0.077160431,0.0,0.761,0.0,-0.154320863,0,0.0,11.50570721,24.34735046,15.69,0.0,0,0,6.534,0.0,0.0,0.0,-0.077160431,153.0647,0.0,0.3805,25.2575783,0,0.1016375,-0.077160431,0.0,0.0,0.0,0,8.049127,0.0,0.0,0.0,0,0.3805
17.972,129.6666667,0.0,2.8363,2.91848,0.463315606,-0.076279342,0.0,0.761,0.0,-0.152558684,0,0.0,11.50570721,11.50570721,27.54,0.0,0,0,6.534,0.0,0.0,0.0,-0.076279342,77.9813,0.0,0.3805,25.2575783,0,0.0846,-0.076279342,0.0,0.0,0.0,0,8.158677,0.0,0.0,0.0,0,0.3805
