Conju-Strut Wiener Index (Max-Conju),NumAromaticRings,Fun_PEOE-Charge_Mean,Full-Mol Wiener Index,Conju_PEOE-Charge_Max,Mid-Fun_LogP_Delta,Chi2v,PEOE_VSA9,Atom_MR_Max,Occupied Orbitals,Atom1_ALIE Min value,PEOE_VSA1,Alcohol,ExactMolWt,Conju_LogP_Std,Atom_LogP_Max,Mid-Fun_PEOE-Charge_Mean,VSA_EState8,LUMO,Conju_PEOE-Charge_Min,Althoxyl,Sulfon,Num of Conju-Strut,VSA_EState3,LabuteASA,Conju_MR_Std,Nitro,Conju_MR_Delta,Arylchloride,Primary_arom_amine,Conju_PEOE-Charge_Mean,Conju_PEOE-Charge_Delta,HeavyAtomMolWt,Arylfluoride,MaxAbsPartialCharge,Conju_PEOE-Charge_Sum,c1ccc2sc_n+_c2c1,MolWt,c1nc_nH_n1,Chi2n,SlogP_VSA7,VSA_EState9,Chi0v,Mid-Fun_PEOE-Charge_Max,Fun_PEOE-Charge_Sum,Octopole Moment,NumAliphaticCarbocycles,Conju_PEOE-Charge_Std,ALIE Average Value,PEOE_VSA6,Max Conju-Distance (Max-Conju),PEOE_VSA4,Amide,Sulfonic_derivative,c1c_nH_cn1,Conju_LogP_Delta,NumHDonors,Tri_boron,c1cc_nH_c1,c1ccc2_nH_ccc2c1,c1ccc2cc3ccccc3cc2c1,Atom_PEOE-Charge_Sum,c1cn_nH_c1,Mid-Fun_PEOE-Charge_Sum,c1cc2ccc(ccnccc3ccc(ccn1)_nH_3)_nH_2,c1nnn_nH_1,c1ccc2ncccc2c1,c1nncs1,Alkylchloride,Alkylbromide,Atom_LogP_Delta,Tertiary_aliph_amine,Aldehyde,Oxime,Acetal,Hemiacetal,Chloroalkene,Molecule Weight,Bromoalkene,Enol,Carboxylic_ester,Atom_PEOE-Charge_Mean,Nitrile,Aryliodide,Azo,Alkene,LEAE Minimal Value,Quadrupole Moment,NumHAcceptors,PEOE_VSA3,Lactam,Atom1_ESP Pi (kcal/mol)
0.75,1,-0.163923163,1.25,-0.119855567,1.4099,2.773873211,11.20446727,6.691,38,9.734648,5.106527395,1,143.0404849,0.0,0.6237,-0.152906264,2.185046296,-0.027755,-0.119855567,1,0,1,8.541388889,58.18047447,0.0,0,0.0,0,0,-0.119855567,0.0,134.139,0,0.395999148,-0.119855567,0,143.211,0,1.83455316,0.0,0.0,6.110735894,-0.119855567,-0.491769489,123.8467,0,0.0,12.31246,0.0,2,0.0,0,0,0,0.0,1,0,0,0,0,2.5e-16,0,-0.305812528,0,0,0,0,0,0,0.9476,0,0,0,0,0,0,143.20678,0,0,0,1.39e-17,0,0,0,0,-0.62524,8.721497,3,4.983978521,0,12.347912
0.866666667,1,-0.02810744,0.976190476,-0.056214879,0.0,4.017296201,3.786415218,8.927,43,9.606172,0.0,0,175.9295333,0.0,0.8456,-0.056214879,2.092685185,-0.025258,-0.056214879,0,0,1,0.0,55.30425611,0.0,0,0.0,0,0,-0.056214879,0.0,172.026,0,0.133632984,-0.056214879,0,177.066,0,1.350157566,0.0,0.0,6.343406422,-0.056214879,-0.056214879,42.7008,0,0.0,11.72883,0.0,3,0.0,0,0,0,0.0,0,0,0,0,0,-8.33e-17,0,-0.056214879,0,0,0,0,0,0,0.76108,0,0,0,0,0,0,177.0617,0,0,0,-6.94e-18,0,0,0,0,-0.83113,8.591938,1,0.0,0,12.855155
0.866666667,1,-0.040570679,0.976190476,-0.081141357,0.0,2.372540844,0.0,6.691,30,9.817609,5.733667477,0,115.0204182,0.0,0.6237,-0.081141357,1.869074074,-0.022085,-0.081141357,0,0,1,8.675925926,45.18434873,0.0,0,0.0,0,1,-0.081141357,0.0,110.121,0,0.373673649,-0.081141357,0,115.161,0,1.159317777,0.0,0.0,4.696522332,-0.081141357,-0.081141357,58.5297,0,0.0,12.37607,11.33678588,3,0.0,0,0,0,0.0,1,0,0,0,0,-1.11e-16,0,-0.081141357,0,0,0,1,0,0,1.6507,0,0,0,0,0,0,115.15681,0,0,0,-9.25e-18,0,0,0,0,-0.37718,16.895746,4,0.0,0,14.292954
0.0,0,-0.077160952,0.0,0.0,0.0,6.474121252,0.0,7.591,81,8.037036,0.0,0,286.2694222,0.0,0.6482,-0.077160952,2.292060923,0.016577,0.0,0,0,0,0.0,128.0983336,0.0,0,0.0,0,0,0.0,0.0,248.265,0,0.179363901,0.0,0,286.569,0,6.026907657,0.0,0.0,14.36245607,-0.077160952,-0.077160952,1147.4358,0,0.0,12.01615,103.2360615,0,12.62878915,0,0,0,0.0,1,0,0,0,0,1.53e-16,0,-0.077160952,0,0,0,0,0,0,0.9159,0,0,0,0,0,0,286.55978,0,0,0,2.68e-18,0,0,0,0,0.0,43.933934,1,0.0,0,13.935305
0.0,0,-0.077160952,0.0,0.0,0.0,2.938587346,0.0,7.591,41,8.037445,0.0,0,146.1129216,0.0,0.6482,-0.077160952,2.248621863,0.01655,0.0,0,0,0,0.0,64.44891249,0.0,0,0.0,0,0,0.0,0.0,128.155,0,0.179363901,0.0,0,146.299,0,2.491373751,0.0,0.0,7.291388255,-0.077160952,-0.077160952,190.7342,0,0.0,11.95077,39.02784531,0,12.62878915,0,0,0,0.0,1,0,0,0,0,8.33e-17,0,-0.077160952,0,0,0,0,0,0,0.9159,0,0,0,0,0,0,146.29361,0,0,0,3.08e-18,0,0,0,0,0.0,17.654922,1,0.0,0,13.912307
2.00877193,3,-0.04108179,2.416996047,-0.279729602,1.8834,5.963133962,0.0,6.691,86,9.808199,9.317060668,0,327.0929144,0.0,0.6237,-0.021774351,5.903674016,-0.085929,-0.279729602,0,0,1,4.292508657,137.5229304,0.0,0,0.0,0,0,-0.279729602,0.0,310.269,0,0.422110085,-0.279729602,0,327.405,0,5.183100648,0.0,0.0,13.85236878,0.337856354,-0.287572533,420.561,0,0.0,12.44106,0.0,10,11.33678588,0,0,0,0.0,0,0,0,0,0,4.44e-16,0,-0.130646108,0,0,0,0,0,0,1.4423,0,0,0,0,0,0,327.39794,0,0,0,1.11e-17,0,0,0,0,-1.58349,33.704214,5,4.794537184,0,12.577593
0.0,0,-0.077459777,0.0,0.0,0.0,0.948683298,0.0,7.591,17,8.057278,0.0,0,62.01902119,0.0,0.6482,-0.077459777,1.989197531,0.015759,0.0,0,0,0,0.0,26.25925981,0.0,0,0.0,0,0,0.0,0.0,56.089,0,0.17965217,0.0,0,62.137,0,0.316227766,0.0,0.0,3.048747568,-0.077459777,-0.077459777,16.0166,0,0.0,11.74784,6.9237372,0,12.62878915,0,0,0,0.0,1,0,0,0,0,0.0,0,-0.077459777,0,0,0,0,0,0,0.9159,0,0,0,0,0,0,62.1339,0,0,0,0.0,0,0,0,0,0.0,4.255702,1,0.0,0,14.004036
1.628571429,2,3.05e-17,1.628571429,1.11e-16,2.0441,4.883915589,11.37477255,7.591,60,8.531668,5.316788604,0,233.0065979,0.0,0.6895,0.060982534,0.0,-0.03141,1.11e-16,0,0,1,4.141047336,97.45890461,0.0,0,0.0,1,0,1.11e-16,0.0,225.659,0,0.35363447,1.11e-16,0,233.723,0,3.363702852,5.022633314,0.0,9.400090175,0.271320628,1.53e-16,169.9295,0,0.0,12.07849,35.49555898,8,0.0,0,0,0,0.0,1,0,0,0,0,1.11e-16,0,0.30491267,0,0,0,0,0,0,1.2083,0,0,0,0,0,0,233.71678,0,0,0,4.83e-18,0,0,0,0,-0.47304,18.326495,2,0.0,0,14.276778
1.532967033,2,-0.037516655,1.552380952,-0.15006662,2.2214,4.680305411,11.37477255,7.591,56,8.554539,4.899909731,0,213.0612204,0.0,0.6482,-0.112549965,0.0,-0.028539,-0.15006662,0,0,1,0.0,93.73055198,0.0,0,0.0,0,0,-0.15006662,0.0,202.217,0,0.342776791,-0.15006662,0,213.305,0,3.596528455,0.0,2.122407407,9.29076062,0.192720626,-0.15006662,39.1444,0,0.0,11.99847,36.02735322,7,0.0,0,0,0,0.0,0,0,0,0,0,4.16e-17,0,-0.450199861,0,0,0,0,0,0,1.094,0,0,0,0,0,0,213.29841,0,0,0,1.6e-18,0,0,0,0,-0.28306,16.526673,2,0.0,0,13.43941
0.75,0,-0.350613786,0.952380952,-0.421603931,0.0,2.040182835,0.0,7.591,31,7.378764,10.21669833,0,116.0408193,0.0,0.6482,-0.350613786,2.063657407,-0.007001,-0.421603931,0,0,1,3.90162037,48.49672232,0.0,0,0.0,0,0,-0.421603931,0.0,108.125,0,0.360795474,-0.421603931,0,116.189,0,1.653484504,0.0,1.988425926,5.086172029,-0.350613786,-0.350613786,32.0991,0,0.0,11.97242,0.0,2,0.0,0,0,0,0.0,1,0,0,0,0,1.94e-16,0,-0.350613786,0,0,0,0,0,0,1.3578,1,0,0,0,0,0,116.18466,0,0,0,1.3e-17,0,0,0,0,-0.20221,10.551584,1,0.0,0,9.512251
0.0,0,-0.080898635,0.0,0.0,0.0,0.0,0.0,7.591,13,8.096066,0.0,0,48.00337113,0.0,0.6482,-0.080898635,0.0,0.015066,0.0,0,0,0,0.0,19.89431769,0.0,0,0.0,0,0,0.0,0.0,44.078,0,0.182803759,0.0,0,48.11,0,0.0,0.0,0.0,2.341640786,-0.080898635,-0.080898635,11.6408,0,0.0,11.63373,0.0,0,12.62878915,0,0,0,0.0,1,0,0,0,0,6.94e-17,0,-0.080898635,0,0,0,0,0,0,0.9159,0,0,0,0,0,0,48.10729,0,0,0,1.16e-17,0,0,0,0,0.0,3.398492,1,0.0,0,14.372363
1.333333333,1,-0.055063798,1.472727273,-0.090638179,0.8049,2.913306916,5.563451492,7.591,44,8.565624,5.106527395,0,168.0245005,0.0,0.6482,-0.01668805,0.0,-0.059232,-0.090638179,0,0,1,8.541608088,69.24015323,0.0,0,0.0,0,0,-0.090638179,0.0,160.153,0,0.477639243,-0.090638179,0,168.217,0,2.033654105,0.0,0.0,6.889607834,0.038978834,-0.220255192,229.6696,0,0.0,12.47727,0.0,6,0.0,0,0,0,0.0,1,0,0,0,0,-8.33e-17,0,-0.05006415,0,0,0,0,0,0,0.9375,0,0,0,0,0,0,168.21301,0,0,0,-4.38e-18,0,0,0,0,-1.09188,32.462435,2,4.794537184,0,13.799755
1.107142857,1,-0.055062848,1.25,-0.090638209,1.2052,2.577678107,0.0,7.591,37,7.958878,5.106527395,0,140.0295859,0.0,0.6482,0.024191952,0.0,-0.016433,-0.090638209,0,0,1,8.842928949,58.71368901,0.0,0,0.0,0,0,-0.090638209,0.0,132.143,0,0.507965608,-0.090638209,0,140.207,0,1.698025295,0.0,0.0,5.981359544,0.124239089,-0.220251393,139.742,0,0.0,12.13645,0.0,5,0.0,0,0,0,0.0,1,0,0,0,0,-6.94e-17,0,0.072575855,0,0,0,0,0,0,0.9375,0,0,0,0,0,0,140.20287,0,0,0,-4.08e-18,0,0,0,0,-0.35397,14.428056,2,0.0,0,13.923862
0.0,0,-0.169109069,0.0,0.0,0.675,4.420600385,0.0,7.591,93,8.259311,0.0,0,379.990438,0.0,0.6482,-0.170205665,0.0,-0.005333,0.0,0,0,0,0.0,118.6008727,0.0,0,0.0,0,0,0.0,0.0,375.129,0,0.459647294,0.0,0,380.169,0,3.97338679,0.0,0.0,10.6693925,-0.034531451,-2.536636029,260.4832,0,0.0,15.42629,0.0,0,69.70418477,0,0,0,0.0,1,0,0,0,0,-5.69e-16,0,-2.042467986,0,0,0,0,0,0,0.9159,0,0,0,0,0,0,380.16962,0,0,0,-2.11e-17,0,0,0,0,-0.06036,10.76581,1,0.0,0,14.395269
1.272727273,1,2.31e-17,1.272727273,1.11e-16,1.6808,2.263997695,4.895483476,7.591,45,9.048857,0.0,0,181.9813339,0.0,0.6482,0.560850946,0.0,-0.033342,1.11e-16,0,0,1,0.0,65.24861139,0.0,0,0.0,0,0,1.11e-16,0.0,180.125,4,0.203605245,1.11e-16,0,182.141,0,1.816784099,0.0,0.0,5.930848948,0.812099377,1.39e-16,66.0345,0,0.0,13.96255,0.0,5,0.0,0,0,0,0.0,1,0,0,0,0,1.39e-16,0,3.365105676,0,0,0,0,0,0,0.9159,0,0,0,0,0,0,182.1387,0,0,0,1.07e-17,0,0,0,0,-0.57751,10.483949,1,17.56166019,0,13.800854
1.0,2,0.046422906,2.018421053,0.414992463,0.6702,7.504171869,13.72361334,7.365,81,14.408329,0.0,0,315.003528,0.0,0.4202,0.030904948,0.0,-0.079629,0.414992463,0,0,2,0.0,115.8706963,0.0,0,0.0,0,0,0.414992463,0.0,305.267,0,0.283110933,0.829984925,0,315.347,0,3.78878645,0.0,-9.532226946,11.68116367,0.092845811,0.185691622,284.7063,0,0.0,13.19234,36.39820241,4,0.0,0,2,0,0.0,0,0,0,0,0,-2.22e-16,0,0.123619792,0,0,0,0,0,0,0.7541,0,0,0,0,0,0,315.34054,0,0,0,-7.4e-18,0,0,0,0,-1.36162,47.488475,4,16.83559397,0,8.957976
0.666666667,0,-0.148788352,2.55,-0.111501017,1.3068,4.262770897,0.0,7.591,81,8.250049,26.58029947,0,307.0838063,0.25205,0.6482,-0.148788352,-0.566597345,-0.012172,-0.234610807,0,0,4,21.36624676,119.8529677,0.25345,0,0.5069,0,0,-0.167395315,0.12310979,290.192,0,0.480086286,-0.669581261,0,307.328,0,3.897622525,0.0,0.0,11.42953907,-0.074360498,-0.743941758,1243.5247,0,0.055193391,12.9796,0.0,2,12.62878915,2,0,0,0.5041,6,0,0,0,0,3.33e-16,0,-0.743941758,0,0,0,0,0,0,1.6672,0,0,0,0,0,0,307.32368,0,0,0,9e-18,0,0,0,0,-0.38248,33.691341,6,0.0,0,14.540745
0.666666667,0,-0.094174967,1.095238095,-0.113511521,0.8027,1.492453298,0.0,7.591,32,8.236622,10.84019487,0,121.0197495,0.0,0.6482,-0.094174967,0.0,-0.007154,-0.113511521,0,0,1,8.008101852,46.91984847,0.0,0,0.0,0,0,-0.113511521,0.0,114.105,0,0.480063884,-0.113511521,0,121.161,0,1.127304926,0.0,0.0,4.558909992,-0.074838414,-0.188349935,57.1776,0,0.0,12.66072,0.0,2,12.62878915,0,0,0,0.0,3,0,0,0,0,-3.89e-16,0,-0.188349935,0,0,0,0,0,0,1.6672,0,0,0,0,0,0,121.15809,0,0,0,-2.78e-17,0,0,0,0,-0.28299,17.973738,3,0.0,0,15.188635
0.666666667,0,-0.136876822,2.082417582,-0.113467355,1.7186,5.010781824,0.0,7.591,63,8.549594,21.68038974,0,240.0238489,0.0,0.6482,-0.136876822,0.0,-0.038711,-0.113467355,0,0,2,16.8246817,88.80143684,0.0,0,0.0,0,0,-0.113467355,0.0,228.21,0,0.480063385,-0.22693471,0,240.306,0,2.458497074,0.0,2.405833333,8.884028154,-0.113467355,-0.410630467,493.2632,0,0.0,12.80582,21.58779595,2,0.0,0,0,0,0.0,4,0,0,0,0,-4.44e-16,0,-0.410630467,0,0,0,0,0,0,1.6672,0,0,0,0,0,0,240.30031,0,0,0,-1.71e-17,0,0,0,0,-1.26557,57.239549,6,0.0,0,15.831529
0.666666667,0,-0.136876822,2.082417582,-0.113467355,1.7186,5.010781824,0.0,7.591,63,8.478734,21.68038974,0,240.0238489,0.0,0.6482,-0.136876822,0.0,-0.03452,-0.113467355,0,0,2,16.8246817,88.80143684,0.0,0,0.0,0,0,-0.113467355,0.0,228.21,0,0.480063385,-0.22693471,0,240.306,0,2.458497074,0.0,2.405833333,8.884028154,-0.113467355,-0.410630467,503.0731,0,0.0,12.77527,21.58779595,2,0.0,0,0,0,0.0,4,0,0,0,0,-4.44e-16,0,-0.410630467,0,0,0,0,0,0,1.6672,0,0,0,0,0,0,240.30031,0,0,0,-1.71e-17,0,0,0,0,-1.1579,43.047658,6,0.0,0,16.519479
0.666666667,0,-0.136876822,2.082417582,-0.113467355,1.7186,5.010781824,0.0,7.591,63,8.580849,21.68038974,0,240.0238489,0.0,0.6482,-0.136876822,0.0,-0.037727,-0.113467355,0,0,2,16.8246817,88.80143684,0.0,0,0.0,0,0,-0.113467355,0.0,228.21,0,0.480063385,-0.22693471,0,240.306,0,2.458497074,0.0,2.405833333,8.884028154,-0.113467355,-0.410630467,549.9213,0,0.0,12.79773,21.58779595,2,0.0,0,0,0,0.0,4,0,0,0,0,-4.44e-16,0,-0.410630467,0,0,0,0,0,0,1.6672,0,0,0,0,0,0,240.30031,0,0,0,-1.71e-17,0,0,0,0,-1.25179,25.078222,6,0.0,0,15.155981
0.75,0,0.0,0.75,3.33e-16,0.0,0.873773448,0.0,7.591,20,7.330919,11.46733495,0,76.00951913,0.0,0.6482,0.0,0.0,0.003637,3.33e-16,0,0,1,2.22e-16,29.77781267,0.0,0,0.0,0,0,3.33e-16,0.0,72.092,0,0.376505715,3.33e-16,0,76.124,0,0.402368927,0.0,0.0,2.87944541,0.0,0.0,34.1899,0,0.0,11.95319,0.0,2,0.0,0,0,0,0.0,2,0,0,0,0,2.22e-16,0,0.0,0,0,0,0,0,0,1.6672,0,0,0,0,0,0,76.12069,0,0,0,2.78e-17,0,0,0,0,0.0,7.979776,1,0.0,0,10.042731
1.3,2,0.049973418,1.3,4.16e-17,1.4442,4.142052304,10.21662063,8.927,56,9.501396,5.733667477,0,227.9356813,0.0,0.8456,0.036232623,0.0,-0.02831,4.16e-17,0,0,1,0.623240741,76.18051721,0.0,0,0.0,0,1,4.16e-17,0.0,224.062,0,0.375083341,4.16e-17,0,229.102,0,2.164149778,0.0,0.0,7.945320556,0.057905355,0.24986709,303.0894,0,0.0,11.99027,27.26672978,6,0.0,0,0,0,0.0,1,0,0,0,0,5.55e-17,0,0.108697868,0,0,0,0,0,0,1.8726,0,0,0,0,0,0,229.09658,0,0,0,3.47e-18,0,0,0,0,-0.50367,22.165977,3,4.983978521,0,15.385835
1.3,2,0.081594567,1.3,2.78e-17,1.0188,3.226376775,10.21662063,6.691,43,9.468685,5.733667477,0,168.0157474,0.0,0.6237,0.088294817,0.0,-0.023063,2.78e-17,0,0,1,0.477407407,66.478505,0.0,0,0.0,0,1,2.78e-17,0.0,163.156,1,0.375083335,2.78e-17,0,168.196,0,2.164149778,0.0,0.0,6.359324017,0.206979101,0.407972835,217.4069,0,0.0,12.63802,11.33678588,6,0.0,0,0,0,0.0,1,0,0,0,0,0.0,0,0.26488445,0,0,0,0,0,0,1.6507,0,0,0,0,0,0,168.19145,0,0,0,0.0,0,0,0,0,-0.43471,14.963929,3,9.374393569,0,15.337022
0.0,0,-0.075792075,0.0,0.0,0.0,0.959495528,0.0,7.591,21,8.104248,5.733667477,0,77.02992022,0.0,0.6482,-0.075792075,0.683641975,0.015239,0.0,0,0,0,0.0,31.5991505,0.0,0,0.0,0,0,0.0,0.0,70.096,0,0.329661156,0.0,0,77.152,0,0.512281932,0.0,0.0,3.333204618,-0.075792075,-0.075792075,58.7638,0,0.0,11.86188,0.0,0,12.62878915,0,0,0,0.0,2,0,0,0,0,2.78e-17,0,-0.075792075,0,0,0,0,0,0,1.6672,0,0,0,0,0,0,77.14855,0,0,0,2.52e-18,0,0,0,0,0.0,9.284042,2,0.0,0,14.041539
0.0,0,-0.185608524,0.0,0.0,0.0,3.923415484,0.0,7.591,41,8.386776,11.46733495,0,152.0441904,0.0,0.6482,-0.185608524,1.532218443,-0.033589,0.0,0,0,0,0.0,58.1600409,0.0,0,0.0,0,0,0.0,0.0,140.192,0,0.329620494,0.0,0,152.288,0,1.22130082,0.0,3.578981481,6.432617406,-0.185608524,-0.185608524,200.2773,0,0.0,11.9396,21.58779595,0,0.0,0,0,0,0.0,2,0,0,0,0,0.0,0,-0.185608524,0,0,0,0,0,0,1.6672,0,0,0,0,0,0,152.28121,0,0,0,0.0,0,0,0,0,-1.08276,21.781688,4,0.0,0,14.101099
1.477272727,2,0.0,1.477272727,5.55e-17,1.603,4.179115372,9.754294387,6.691,50,9.761846,0.0,0,193.9860068,0.0,0.6237,-0.02482266,0.0,-0.086796,5.55e-17,0,0,1,3.835,78.29568808,0.0,0,0.0,0,0,5.55e-17,0.0,188.232,0,0.28678268,5.55e-17,0,194.28,0,2.283726986,0.0,0.0,7.821839648,5.55e-17,0.0,95.0479,0,0.0,12.14345,12.13273414,6,0.0,0,0,0,0.0,0,0,0,0,0,8.33e-17,0,-0.07446798,0,0,0,0,0,0,0.902,0,0,0,0,0,0,194.27325,0,0,0,4.63e-18,0,0,0,0,-1.3651,20.491124,3,0.0,0,11.606484
0.5,0,-0.165646911,1.0,-0.165646911,0.0,2.875792442,0.0,7.591,31,7.939219,0.0,0,116.0295859,0.0,0.6482,-0.165646911,0.0,-0.029916,-0.165646911,0,0,1,0.0,47.47782046,0.0,0,0.0,0,0,-0.165646911,0.0,108.121,0,0.299651667,-0.165646911,0,116.185,0,1.65104757,0.0,0.0,4.961420287,-0.165646911,-0.165646911,45.7839,0,0.0,12.33727,0.0,1,11.76188495,0,0,0,0.0,0,0,0,0,0,-1.25e-16,0,-0.165646911,0,0,0,0,0,0,0.9265,0,0,0,0,0,0,116.1814,0,0,0,-8.33e-18,0,0,0,0,-1.41102,17.812516,2,0.0,0,14.288166
0.75,0,-0.165592894,0.866666667,-0.228841974,0.0,2.130410123,0.0,7.591,27,8.681939,5.316788604,0,103.0091848,0.0,0.6482,-0.165592894,0.850694444,0.003384,-0.228841974,0,0,1,2.763888889,40.29779841,0.0,0,0.0,0,0,-0.228841974,0.0,98.106,0,0.346132827,-0.228841974,0,103.146,0,1.062695886,0.0,0.0,4.047206724,-0.165592894,-0.165592894,54.4043,0,0.0,12.4961,11.76188495,2,0.0,0,0,0,0.0,1,0,0,0,0,2.36e-16,0,-0.165592894,0,0,0,0,0,0,1.3578,0,0,0,0,0,0,103.14281,0,0,0,2.14e-17,0,0,0,0,0.0,6.183932,2,0.0,1,14.46317
0.0,0,-0.144038302,0.0,0.0,0.9375,2.230140404,12.20793278,7.591,41,8.345829,10.21305479,2,154.0122216,0.0,0.6482,-0.126592161,0.0,0.012293,0.0,2,0,0,17.50231481,59.7326782,0.0,0,0.0,0,0,0.0,0.0,144.176,0,0.389545831,0.0,0,154.256,0,1.499843661,0.0,0.0,6.146622865,-0.074253736,-0.864229813,94.4461,0,0.0,12.15117,0.0,0,25.2575783,0,0,0,0.0,4,0,0,0,0,1.67e-16,0,-0.506368642,0,0,0,0,0,0,0.9375,0,0,0,0,0,0,154.25074,0,0,0,9.25e-18,0,0,0,0,0.0,17.040001,4,0.0,0,13.811136
1.071428571,1,-6.01e-17,1.071428571,-1.94e-16,0.9375,1.970520022,0.0,7.591,33,8.538081,5.106527395,0,126.0139358,0.0,0.6482,0.081767416,0.0,-0.014949,-1.94e-16,0,0,1,8.84287037,53.38070354,0.0,0,0.0,0,0,-1.94e-16,0.0,120.132,0,0.506794809,-1.94e-16,0,126.18,0,1.488714335,0.0,0.0,5.098255459,0.21364281,-1.8e-16,63.306,0,0.0,12.09844,12.13273414,4,0.0,0,0,0,0.0,2,0,0,0,0,-1.94e-16,0,0.245302247,0,0,0,0,0,0,0.9375,0,0,0,0,0,0,126.17625,0,0,0,-1.39e-17,0,0,0,0,-0.2611,16.604817,2,0.0,0,11.948828
1.884615385,2,-0.017558635,1.884615385,1.39e-16,0.9898,4.672503207,0.0,7.591,57,9.129102,0.0,0,220.0128903,0.0,0.6482,-0.020485075,0.0,-0.043228,1.39e-16,0,0,1,2.005839002,90.57397542,0.0,0,0.0,0,0,1.39e-16,0.0,212.258,0,0.249081152,1.39e-16,0,220.322,0,2.502616982,0.0,3.233148148,8.962719087,1.39e-16,-0.122910448,241.0075,0,0.0,12.05643,12.13273414,9,0.0,0,0,0,0.0,0,0,0,0,0,2.5e-16,0,-0.061455224,0,0,0,0,0,0,0.9721,0,0,0,0,0,0,220.31387,0,0,0,1.14e-17,0,0,0,0,-1.22054,14.390779,4,9.967957042,0,12.56414
2.0625,2,-0.03358633,2.0625,-4.3e-16,0.0,3.719423243,0.0,7.591,60,7.480233,10.63357721,0,228.0721194,0.0,0.6482,-0.06717266,0.0,-0.042676,-4.3e-16,0,0,1,6.816241497,100.3119441,0.0,0,0.0,0,0,-4.3e-16,0.0,216.224,0,0.332489165,-4.3e-16,0,228.32,0,3.311174953,0.0,0.0,9.498247563,-0.06717266,-0.13434532,206.6079,0,0.0,11.95258,36.39820241,10,0.0,0,0,0,0.0,2,0,0,0,0,-3.19e-16,0,-0.13434532,0,0,0,0,0,0,1.167,0,0,0,0,0,0,228.31305,0,0,0,-1.14e-17,0,0,0,0,-0.58596,22.887445,1,0.0,0,9.924862
0.75,1,8.33e-17,0.75,8.33e-17,0.0,1.609645051,0.0,6.691,22,9.496015,0.0,0,84.00337113,0.0,0.6237,8.33e-17,0.0,-0.017386,8.33e-17,0,0,1,4.083333333,35.07176639,0.0,0,0.0,0,0,8.33e-17,0.0,80.111,0,0.152454341,8.33e-17,0,84.143,0,0.79314847,0.0,0.0,3.534145948,8.33e-17,8.33e-17,18.5802,0,0.0,11.80976,12.13273414,2,11.33678588,0,0,0,0.0,0,0,0,0,0,6.94e-17,0,8.33e-17,0,0,0,0,0,0,0.5007,0,0,0,0,0,0,84.13949,0,0,0,7.71e-18,0,0,0,0,-0.27074,6.898947,1,0.0,0,12.353236
1.785714286,3,2.31e-17,1.785714286,1.8e-16,1.7383,6.097665129,0.0,6.691,64,9.540164,0.0,0,247.9788133,0.0,0.6237,-1.65e-05,0.0,-0.067852,1.8e-16,0,0,1,4.249739701,100.4666813,0.0,0,0.0,0,0,1.8e-16,0.0,240.333,0,0.142984959,1.8e-16,0,248.397,0,3.118499787,0.0,0.0,10.29303677,1.8e-16,6.94e-17,109.1987,0,0.0,11.87168,12.13273414,8,0.0,0,0,0,0.0,0,0,0,0,0,6.94e-17,0,-4.94e-05,0,0,0,0,0,0,0.5007,0,0,0,0,0,0,248.38672,0,0,0,3.02e-18,0,0,0,0,-0.50406,22.93613,3,0.0,0,12.983163
0.75,1,1.39e-17,0.75,1.39e-17,0.0,1.430866744,5.510539274,6.691,22,9.969981,0.0,0,84.9986201,0.0,0.6237,1.39e-17,0.0,-0.032174,1.39e-17,0,0,1,1.930555556,34.29141437,0.0,0,0.0,0,0,1.39e-17,0.0,82.107,0,0.253177645,1.39e-17,0,85.131,0,0.675717179,0.0,0.0,3.404009274,1.39e-17,1.39e-17,33.5792,0,0.0,12.04434,0.0,2,0.0,0,0,0,0.0,0,0,0,0,0,1.39e-17,0,1.39e-17,0,0,0,0,0,0,0.9476,0,0,0,0,0,0,85.12752,0,0,0,1.73e-18,0,0,0,0,-0.67981,8.168357,2,0.0,0,11.977493
1.097222222,2,0.04513559,1.097222222,-8.33e-17,0.0,2.706431701,15.72715991,6.691,35,9.721013,0.0,0,135.0142702,0.0,0.6237,-8.33e-17,0.0,-0.043811,-8.33e-17,0,0,1,0.0,56.9730789,0.0,0,0.0,0,0,-8.33e-17,0.0,130.151,0,0.244665694,-8.33e-17,0,135.191,0,1.820084524,0.0,0.0,5.558709813,-8.33e-17,0.135406769,70.1752,0,0.0,12.06698,12.13273414,4,0.0,0,0,0,0.0,0,0,0,0,0,-8.33e-17,0,-8.33e-17,0,0,0,0,0,0,0.9476,0,0,0,0,0,0,135.18635,0,0,0,-5.95e-18,0,0,0,0,-0.92243,10.963633,2,4.983978521,0,13.142882
