Fun_LogP_Mean,VSA_EState6,Mid-Fun_PEOE-Charge_Sum,VSA_EState7,AtomWt Conju-All Ratio,Product of sigma^2_tot and nu ((kcal/mol)^2),Conju_LogP_Sum,SlogP_VSA4,Arylchloride,Length/Diameter,NumSaturatedHeterocycles,Atom_MR_Mean,SMR_VSA7,ALIE Average Value,VSA_EState8,EState_VSA10,Alkene,Arylfluoride,SlogP_VSA7,MaxAbsPartialCharge,HOMO-LUMO Gap,Sulfonic_derivative,Mid-Fun_PEOE-Charge_Mean,PEOE_VSA12,EState_VSA5,PEOE_VSA4,Mid-Fun_PEOE-Charge_Max,Conju_MR_Std,SMR_VSA9,c1ccc2sc_n+_c2c1,PEOE_VSA11,Mid-Fun_MR_Std,NumSaturatedRings,Secondary_arom_amine,ALIE Maximal Value,ALIE Minimal Value,SlogP_VSA10,Kappa2,NumAliphaticCarbocycles,Conju_PEOE-Charge_Std,Atom_PEOE-Charge_Mean,Alkylfluoride,Thioacetal,c1ccc2scnc2c1,PEOE_VSA13,SlogP_VSA6,NumSaturatedCarbocycles,Atom_PEOE-Charge_Sum,c1nc_nH_n1,Trifluoromethyl,c1c_nH_cn1,c1cc_nH_c1,c1ccc2_nH_ccc2c1,c1ccc2cc3ccccc3cc2c1,Conju_PEOE-Charge_Delta,c1cn_nH_c1,c1cc2ccc(ccnccc3ccc(ccn1)_nH_3)_nH_2,c1nnn_nH_1,Mid-Fun_LogP_Std,Atom_PEOE-Charge_Delta,Alcohol,c1ccc2ncccc2c1,Dipole Moment (a.u.),ESP Maximal Value,NumAliphaticHeterocycles,EState_VSA1
0.9384,17.03203704,-0.450199861,0.0,0.891709055,27.71403,3.7536,0.0,0,0.987849231,0,2.502692308,48.53093655,11.99847,0.0,0.0,0,0,0.0,0.342776791,0.150798,0,-0.112549965,0.0,21.1657395,0.0,0.192720626,0.0,0.0,0,0.0,9.728907454,0,0,16.77773,8.55454,11.37477255,3.31405827,0,0.0,1.6e-18,0,0,0,0.0,58.3219035,0,4.16e-17,0,0,0,0,0,0,0.0,0,0,0,0.922230091,0.407315936,0,0,1.413446,80.33234,1,0.0
-0.3187,0.0,-0.350613786,0.0,0.620471817,171.01027,-0.4442,0.0,0,0.98190747,1,2.21538,0.0,11.97242,2.063657407,0.0,0,0,0.0,0.360795474,0.211503,0,-0.350613786,0.0,0.0,0.0,-0.350613786,0.0,0.0,0,5.112436885,0.0,1,0,16.933,7.37876,0.0,1.657365899,0,0.0,1.3e-17,0,0,0,0.0,0.0,0,1.94e-16,0,0,0,0,0,0,0.0,0,0,0,0.0,0.529067134,0,0,3.358157,113.70535,1,0.0
0.3805,0.0,-0.080898635,1.694444444,0.0,62.5381,0.0,0.0,0,0.932064268,0,2.485,0.0,11.63373,0.0,0.0,0,0,0.0,0.182803759,0.257057,0,-0.080898635,0.0,0.0,12.62878915,-0.080898635,0.0,0.0,0,0.0,0.0,0,0,14.11076,8.09607,0.0,1.35,0,0.0,1.16e-17,0,0,0,0.0,0.0,0,6.94e-17,0,0,0,0,0,0,0.0,0,0,0,0.0,0.284745166,0,0,0.894149,70.02082,0,0.0
0.64735,6.810092593,-0.05006415,1.954140684,0.8806601,313.84863,1.9412,0.0,0,0.981731602,0,2.378015789,29.82891977,12.47727,0.0,4.794537184,0,0,0.0,0.477639243,0.166071,0,-0.01668805,0.0,0.0,0.0,0.038978834,0.0,0.0,0,0.0,3.642821861,0,0,17.89902,8.56562,0.0,3.436571192,0,0.0,-4.38e-18,0,0,0,0.0,29.16095175,0,-8.33e-17,0,0,0,0,0,0,0.0,0,0,0,0.34842218,0.81280141,0,0,2.560256,161.24597,0,5.969305288
0.6492,7.150462963,0.072575855,2.00633031,0.856818846,120.03629,1.9486,0.0,0,0.990596814,0,2.346341176,24.26546827,12.13645,0.0,0.0,0,0,0.0,0.507965608,0.215256,0,0.024191952,0.0,4.895483476,0.0,0.124239089,0.0,5.749511833,0,0.0,3.186898305,0,0,17.56468,7.95888,0.0,2.780922204,0,0.0,-4.08e-18,0,0,0,0.0,29.16095175,0,-6.94e-17,0,0,0,0,0,0,0.0,0,0,0,0.492490189,0.801091593,0,0,1.367192,151.38607,0,0.0
0.459906667,0.0,-2.042467986,-9.651574857,0.0,24.9695,0.0,0.0,0,1.038928422,0,1.824444444,0.0,15.42629,0.0,57.07539562,0,0,0.0,0.459647294,0.243002,0,-0.170205665,0.0,0.0,69.70418477,-0.034531451,0.0,0.0,0,0.0,2.463550525,0,0,19.41306,8.25931,57.07539562,5.510636095,0,0.0,-2.11e-17,13,0,0,0.0,0.0,0,-5.69e-16,0,1,0,0,0,0,0.0,0,0,0,0.176922904,0.659257523,0,0,0.681383,103.13391,0,47.96261959
0.42195,0.129351852,3.365105676,0.0,0.988931652,12.81836,2.5317,23.26888336,0,1.025814894,0,2.578923077,29.33525043,13.96255,0.0,17.56166019,0,4,0.0,0.203605245,0.21197,0,0.560850946,0.0,0.0,0.0,0.812099377,0.0,0.0,0,23.26888336,4.927357191,0,0,17.92059,9.04886,17.56166019,2.730925196,0,0.0,1.07e-17,0,0,0,0.0,10.96185054,0,1.39e-16,0,0,0,0,0,0,0.0,0,0,0,0.614731871,0.378413571,0,0,0.561915,89.87185,0,28.16436684
0.30295,13.00765779,0.123619792,0.0,0.660434379,163.33437,3.1848,0.0,0,0.971485706,0,2.340086667,60.66367068,13.19234,0.0,21.31686708,0,0,0.0,0.283110933,0.200509,2,0.030904948,0.0,36.39820241,0.0,0.092845811,0.0,0.0,0,0.0,4.4599,0,0,18.13737,10.65939,4.481273115,5.312080972,0,0.0,-7.4e-18,0,0,0,20.04658231,70.45463764,0,-2.22e-16,0,0,0,0,0,0,0.0,0,0,0,0.3351,0.486592534,0,0,2.896528,87.6446,0,33.77019565
-0.4633,-2.150671899,-0.743941758,-0.234962233,0.559831841,286.45076,-2.697,0.0,0,0.972792675,0,1.926335135,0.0,12.9796,-0.566597345,19.17814874,0,0,0.0,0.480086286,0.233439,0,-0.148788352,11.81435946,0.0,12.62878915,-0.074360498,0.25345,0.0,0,0.0,0.493808882,0,0,18.02134,8.25005,0.0,9.150713742,0,0.055193391,9e-18,0,0,0,0.0,0.0,0,3.33e-16,0,0,0,0,0,0,0.12310979,0,0,0,0.478354442,0.802538907,0,0,4.20954,177.75551,0,42.3814081
-0.02085,-0.816358025,-0.188349935,0.0,0.363227441,275.05842,-0.4222,0.0,0,1.041266322,0,2.104585714,0.0,12.66072,0.0,4.794537184,0,0,0.0,0.480063884,0.23901,0,-0.094174967,0.0,0.0,12.62878915,-0.074838414,0.0,0.0,0,0.0,0.6751,0,0,17.35852,8.23662,0.0,2.872924705,0,0.0,-2.78e-17,0,0,0,0.0,0.0,0,-3.89e-16,0,0,0,0,0,0,0.0,0,0,0,0.40135,0.800868032,0,0,2.108018,116.23969,0,12.01114612
0.150666667,-1.845273054,-0.410630467,0.0,0.366274666,251.62771,-0.8444,0.0,0,0.999061914,0,2.159169231,0.0,12.80582,0.0,9.589074368,0,0,0.0,0.480063385,0.203692,0,-0.136876822,0.0,21.58779595,0.0,-0.113467355,0.0,0.0,0,0.0,3.557312795,0,0,17.36806,8.54959,0.0,6.932440045,0,0.0,-1.71e-17,0,0,0,0.0,0.0,0,-4.44e-16,0,0,0,0,0,0,0.0,0,0,0,0.810155809,0.800910381,0,0,1.012682,122.73003,0,24.02229223
0.150666667,-1.845273054,-0.410630467,0.0,0.366274666,295.12836,-0.8444,0.0,0,0.998576175,0,2.159169231,0.0,12.77527,0.0,9.589074368,0,0,0.0,0.480063385,0.204295,0,-0.136876822,0.0,21.58779595,0.0,-0.113467355,0.0,0.0,0,0.0,3.557312795,0,0,17.43641,8.47873,0.0,6.932440045,0,0.0,-1.71e-17,0,0,0,0.0,0.0,0,-4.44e-16,0,0,0,0,0,0,0.0,0,0,0,0.810155809,0.800910381,0,0,4.482283,134.59399,0,24.02229223
0.150666667,-1.845273054,-0.410630467,0.0,0.366274666,266.33469,-0.8444,0.0,0,1.027927048,0,2.159169231,0.0,12.79773,0.0,9.589074368,0,0,0.0,0.480063385,0.204469,0,-0.136876822,0.0,21.58779595,0.0,-0.113467355,0.0,0.0,0,0.0,3.557312795,0,0,17.37273,8.58085,0.0,6.932440045,0,0.0,-1.71e-17,0,0,0,0.0,0.0,0,-4.44e-16,0,0,0,0,0,0,0.0,0,0,0,0.810155809,0.800910381,0,0,4.252267,122.91148,0,24.02229223
0.0,0.0,0.0,0.0,0.947033787,192.10503,-0.8113,0.0,0,1.0,0,2.6216,0.0,11.95319,0.0,0.0,0,0,0.0,0.376505715,0.2216,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.112436885,0.0,0,0,18.2313,7.33092,0.0,1.061747212,0,0.0,2.78e-17,0,0,0,0.0,0.0,0,2.22e-16,0,0,0,0,0,0,0.0,0,0,0,0.0,0.536974713,0,0,3.333804,147.46463,0,0.0
1.1252,5.927708333,0.108697868,0.0,0.978001065,150.00481,2.641,0.0,0,0.994115611,0,3.233275,22.67182072,11.99027,0.0,0.0,0,0,0.0,0.375083341,0.190817,0,0.036232623,0.0,11.33678588,0.0,0.057905355,0.0,0.0,0,5.13155848,3.64697622,0,0,17.50528,9.12512,5.13155848,2.46054667,0,0.0,3.47e-18,0,0,1,0.0,22.67182072,0,5.55e-17,0,0,0,0,0,0,0.0,0,0,0,0.592459559,0.555696546,0,0,2.10481,136.02535,0,0.0
0.96092,4.432916667,0.26488445,0.0,0.970034959,160.32082,2.0176,5.817220841,0,0.991419951,0,2.7494,24.01632205,12.63802,0.0,4.390415048,0,1,0.0,0.375083335,0.194841,0,0.088294817,0.0,23.46952001,0.0,0.206979101,0.0,0.0,0,5.13155848,2.030178457,0,0,17.44282,9.09165,9.521973528,2.165579023,0,0.0,0.0,0,0,1,0.0,18.19910121,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.418043517,0.555697564,0,0,1.823221,133.10792,0,0.0
0.3805,0.0,-0.075792075,0.0,0.0,157.37721,0.0,0.0,0,1.073351648,0,2.082490909,0.0,11.86188,0.683641975,0.0,0,0,0.0,0.329661156,0.258099,0,-0.075792075,0.0,0.0,12.62878915,-0.075792075,0.0,0.0,0,0.0,0.0,0,0,15.888,7.72643,0.0,3.31,0,0.0,2.52e-18,0,0,0,0.0,0.0,0,2.78e-17,0,0,0,0,0,0,0.0,0,0,0,0.0,0.448083483,0,0,1.017452,90.16454,0,0.0
1.2964,0.0,-0.185608524,0.0,0.0,172.01968,0.0,0.0,0,0.999751367,0,2.15124,0.0,11.9396,1.532218443,0.0,0,0,0.0,0.329620494,0.200923,0,-0.185608524,0.0,0.0,0.0,-0.185608524,0.0,0.0,0,0.0,0.0,0,0,15.81404,7.75494,0.0,7.62,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.44804344,0,0,1.32531,91.01931,0,0.0
1.013533333,7.496481481,-0.07446798,0.0,0.968869673,286.14644,3.0406,0.0,0,0.999748026,0,2.892805556,44.7798882,12.14345,0.0,4.794537184,0,0,0.0,0.28678268,0.163403,0,-0.02482266,5.783244946,22.67357176,0.0,5.55e-17,0.0,0.0,0,0.0,11.04076528,0,0,16.14514,9.76185,0.0,3.207836991,0,0.0,4.63e-18,0,0,0,0.0,35.02559381,0,8.33e-17,0,0,0,0,0,0,0.0,0,0,0,0.755661447,0.499155026,0,0,2.734308,85.39981,0,0.0
-0.4309,0.0,-0.165646911,1.62037037,0.241081035,141.93644,-0.4309,0.0,0,1.030874098,1,2.1044,0.0,12.33727,0.0,4.794537184,0,0,0.0,0.299651667,0.200618,0,-0.165646911,0.0,0.0,11.76188495,-0.165646911,0.0,0.0,0,0.0,0.0,1,0,16.39819,7.93922,0.0,2.358604859,0,0.0,-8.33e-18,0,0,0,0.0,0.0,0,-1.25e-16,0,0,0,0,0,0,0.0,0,0,0,0.0,0.433728918,0,0,0.673355,78.50157,1,0.0
-0.2904,0.0,-0.165592894,0.0,0.718244042,315.93656,0.3578,0.0,0,0.992061356,1,2.350609091,0.0,12.4961,0.850694444,4.794537184,0,0,0.0,0.346132827,0.252718,0,-0.165592894,0.0,11.76188495,0.0,-0.165592894,0.0,0.0,0,0.0,0.0,1,0,16.94588,8.68194,4.794537184,1.51218531,0,0.0,2.14e-17,0,0,0,5.239211713,0.0,0,2.36e-16,0,0,0,0,0,0,0.0,0,0,0,0.0,0.624754046,0,0,2.887241,124.82468,1,0.0
-0.2445,0.0,-0.506368642,-1.479938272,0.0,185.75278,0.0,0.0,0,1.058841159,0,2.206644444,0.0,12.15117,0.0,0.0,0,0,0.0,0.389545831,0.253834,0,-0.126592161,0.0,0.0,25.2575783,-0.074253736,0.0,0.0,0,0.0,3.3836,0,0,16.6395,8.11452,0.0,4.494241633,0,0.0,9.25e-18,0,0,0,0.0,0.0,0,1.67e-16,0,0,0,0,0,0,0.0,0,0,0,0.46875,0.600196884,2,0,1.811409,117.54648,0,12.20793278
0.5603,6.914567901,0.245302247,0.0,0.952068474,136.74947,1.6809,0.0,0,1.027942925,0,2.525628571,24.26546827,12.09844,0.0,0.0,0,0,0.0,0.506794809,0.203537,0,0.081767416,0.0,0.0,0.0,0.21364281,0.0,5.749511833,0,0.0,3.821957981,0,0,17.62157,8.53808,0.0,2.092227095,0,0.0,-1.39e-17,0,0,0,0.0,29.16095175,0,-1.94e-16,0,0,0,0,0,0,0.0,0,0,0,0.384987085,0.799982055,0,0,1.147536,150.43332,0,0.0
0.8384,11.75876134,-0.061455224,3.585942933,0.963399025,156.63945,3.276,0.0,0,0.979570243,0,2.735818182,48.79188955,12.05643,0.0,0.0,0,0,0.0,0.249081152,0.197823,0,-0.020485075,0.0,0.0,0.0,1.39e-16,0.0,0.0,0,0.0,10.60801593,0,0,15.96515,9.01424,0.0,5.024221453,0,0.0,1.14e-17,0,0,0,0.0,58.84380951,0,2.5e-16,0,0,0,0,0,0,0.0,0,0,0,0.466596195,0.355942591,0,0,2.802044,78.8624,0,0.0
0.7814,19.68993292,-0.13434532,0.0,0.947021724,190.55008,3.4955,0.0,0,0.987750224,0,2.597407143,60.66367068,11.95258,0.0,0.0,0,0,0.0,0.332489165,0.176377,0,-0.06717266,0.0,0.0,0.0,-0.06717266,0.0,0.0,0,5.112436885,0.0,0,2,17.22972,7.48023,11.37477255,5.279057444,0,0.0,-1.14e-17,0,0,0,0.0,60.66367068,0,-3.19e-16,0,0,0,0,0,0,0.0,0,0,0,0.0,0.507233863,0,0,3.093938,126.26582,0,0.0
1.7481,4.037037037,8.33e-17,0.0,0.952081575,18.55612,1.7481,0.0,0,0.999856528,0,2.702111111,22.89285968,11.80976,0.0,0.0,0,0,0.0,0.152454341,0.224708,0,8.33e-17,0.0,0.0,11.33678588,8.33e-17,0.0,0.0,0,0.0,0.0,0,0,15.17691,9.49602,0.0,1.221050249,0,0.0,7.71e-18,0,0,0,0.0,22.89285968,0,6.94e-17,0,0,0,0,0,0,0.0,0,0,0,0.0,0.226426415,0,0,0.336035,73.47642,0,0.0
1.735033333,12.98172761,-4.94e-05,0.0,0.96753584,8.94259,5.2051,0.0,0,0.999932268,0,3.084565217,47.15832795,11.87168,0.0,0.0,0,0,0.0,0.142984959,0.133783,0,-1.65e-05,0.0,19.50858877,0.0,1.8e-16,0.0,19.50858877,0,0.0,11.22697007,0,0,15.96066,9.52372,0.0,3.926969145,0,0.0,3.02e-18,0,0,0,0.0,47.15832795,0,6.94e-17,0,0,0,0,0,0,0.0,0,0,0,0.819442478,0.216976763,0,0,0.430228,78.10226,0,0.0
1.1431,0.0,1.39e-17,1.768518519,0.964478275,195.49122,1.1431,0.0,0,0.999134948,0,2.76425,17.08744562,12.04434,0.0,0.0,0,0,0.0,0.253177645,0.225111,0,1.39e-17,0.0,0.0,0.0,1.39e-17,0.0,0.0,0,0.0,0.0,0,0,15.74514,9.08361,0.0,1.171267627,0,0.0,1.73e-18,0,0,0,0.0,17.08744562,0,1.39e-17,0,0,0,0,0,0,0.0,0,0,0,0.0,0.34916842,0,0,0.789299,85.16574,0,0.0
1.727866667,8.126388889,-8.33e-17,0.0,0.962719412,176.93312,2.2963,0.0,0,0.97553583,0,2.83,29.77600755,12.06698,0.0,0.0,0,0,0.0,0.244665694,0.200284,0,-8.33e-17,0.0,4.699919916,0.0,-8.33e-17,0.0,0.0,0,0.0,0.0,0,0,15.82781,9.25116,0.0,1.809938153,0,0.0,-5.95e-18,0,0,1,0.0,29.77600755,0,-8.33e-17,0,0,0,0,0,0,0.0,0,0,0,0.0,0.340705405,0,0,0.731338,82.84377,0,0.0
1.25125,31.26800926,-0.087754089,0.0,0.782181155,38.11355,4.6245,0.0,0,0.981737081,0,2.449833333,107.6858605,11.90232,0.0,0.0,0,0,0.0,0.158024362,0.200913,0,-0.021938522,0.0,16.69035448,12.62878915,-0.011203923,0.0,0.0,0,0.0,7.169824318,0,0,15.68455,8.22851,0.0,5.55726056,0,0.0,3.85e-19,0,0,0,0.0,90.99550603,0,1.39e-17,0,0,0,0,0,0,0.0,0,0,0,0.502727747,0.26192721,0,0,0.990397,69.08008,0,4.747022453
0.3805,0.0,-0.069667363,8.922384259,0.0,52.4499,0.0,17.75371814,0,0.993488372,0,1.847740741,0.0,11.90754,0.0,0.0,0,0,0.0,0.172470493,0.248993,0,-0.069667363,0.0,19.26246487,12.62878915,-0.069667363,0.0,0.0,0,0.0,0.0,4,0,15.60971,7.97066,0.0,1.985033374,4,0.0,-7.45e-18,0,0,0,0.0,0.0,4,-2.01e-16,0,0,0,0,0,0,0.0,0,0,0,0.0,0.275305966,0,0,1.194094,64.52279,0,0.0
0.876233333,7.324074074,0.119882892,0.0,0.965151494,13.94555,2.6287,0.0,1,1.027546778,0,2.977230769,29.28810159,11.98359,0.0,0.0,0,0,5.022633314,0.143425147,0.202625,0,0.039960964,0.0,0.0,0.0,0.084355821,0.0,0.0,0,0.0,3.724118001,0,0,15.78501,8.67714,0.0,2.42306753,0,0.0,0.0,0,0,0,0.0,29.16095175,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.281991233,0.251348913,0,0,0.828941,89.31459,0,0.0
0.754666667,7.632716049,0.071054975,0.0,0.957482706,37.79517,2.264,0.0,0,1.084111135,0,2.924714286,24.26546827,11.73196,0.0,0.0,0,0,0.0,0.143425557,0.192472,0,0.023684992,0.0,0.0,0.0,0.035527487,0.0,0.0,0,0.0,4.236041024,0,0,15.64718,8.59598,0.0,2.464484912,0,0.0,-1.98e-17,0,0,0,0.0,34.05643522,0,-2.78e-16,0,0,0,0,0,0,0.0,0,0,0,0.17936942,0.251349322,0,0,1.024953,85.21064,0,0.0
0.754666667,7.655308642,0.070973904,0.0,0.957482706,36.91516,2.264,0.0,0,0.999895288,0,2.924714286,24.26546827,11.73347,0.0,0.0,0,0,0.0,0.143385764,0.204211,0,0.023657968,0.0,0.0,0.0,0.035486952,0.0,0.0,0,0.0,4.236041024,0,0,15.57676,8.64774,0.0,2.464484912,0,0.0,-1.09e-17,0,0,0,0.0,34.05643522,0,-1.53e-16,0,0,0,0,0,0,0.0,0,0,0,0.17936942,0.251310049,0,0,1.336861,84.8165,0,0.0
0.754666667,7.68154321,0.068704845,0.0,0.957482706,52.55129,2.264,0.0,0,0.958869814,0,2.924714286,24.26546827,11.73248,0.0,0.0,0,0,0.0,0.142290682,0.203521,0,0.022901615,0.0,0.0,0.0,0.034352423,0.0,0.0,0,0.0,4.236041024,0,0,15.50992,8.71875,0.0,2.464484912,0,0.0,5.95e-18,0,0,0,0.0,34.05643522,0,8.33e-17,0,0,0,0,0,0,0.0,0,0,0,0.17936942,0.250252126,0,0,1.252431,85.56603,0,0.0
0.68515,5.595401235,1.25e-16,1.710648148,0.95466362,192.1781,1.3703,0.0,0,1.023832221,0,2.624083333,24.39594478,11.96408,0.0,0.0,0,0,0.0,0.250222508,0.201045,0,1.25e-16,0.0,0.0,0.0,1.25e-16,0.0,0.0,0,0.0,0.0,0,0,15.87523,8.6998,0.0,1.98,0,0.0,5.78e-18,0,0,0,0.0,29.42190476,0,6.94e-17,0,0,0,0,0,0,0.0,0,0,0,0.0,0.359731357,0,0,1.864868,85.0709,0,0.0
0.68515,3.672839506,-5.55e-17,3.421296296,0.95466362,237.46045,1.3703,0.0,0,0.9767642,0,2.624083333,24.52642128,11.99013,0.0,0.0,0,0,0.0,0.264654616,0.210079,0,-5.55e-17,0.0,0.0,0.0,-5.55e-17,0.0,0.0,0,0.0,0.0,0,0,15.9466,8.62533,0.0,1.98,0,0.0,-9.25e-18,0,0,0,0.0,29.42190476,0,-1.11e-16,0,0,0,0,0,0,0.0,0,0,0,0.0,0.372590403,0,0,1.057637,92.64124,0,0.0
0.6585,5.804058642,-0.121604969,1.769398148,0.591568421,163.14983,0.9365,0.0,0,0.993665713,0,2.4618,30.08987277,11.95604,0.0,0.0,0,0,0.0,0.260442152,0.206834,0,-0.060802485,0.0,0.0,12.62878915,-0.051322011,0.0,0.0,0,0.0,7.1765,0,0,15.79126,8.17731,0.0,2.721453287,0,0.0,5.55e-18,0,0,0,0.0,24.39594478,0,8.33e-17,0,0,0,0,0,0,0.0,0,0,0,0.278,0.363096872,0,0,1.469299,74.20025,0,0.0
0.3805,0.0,-0.154321905,10.9674667,0.0,53.06024,0.0,0.0,0,0.999512301,0,1.901235294,0.0,11.87763,0.0,0.0,0,0,0.0,0.179363901,0.256097,0,-0.077160952,0.0,51.36657298,25.2575783,-0.077160952,0.0,0.0,0,0.0,0.0,0,0,14.83945,8.02673,0.0,11.7,0,0.0,-8.16e-19,0,0,0,0.0,0.0,0,-2.78e-17,0,0,0,0,0,0,0.0,0,0,0,0.0,0.281601845,0,0,0.839043,68.38373,0,0.0
0.3805,0.0,-0.154321905,8.044435154,0.0,54.03768,0.0,0.0,0,0.999244998,0,1.978857143,0.0,11.84117,0.0,0.0,0,0,0.0,0.179363901,0.256083,0,-0.077160952,0.0,38.52492974,25.2575783,-0.077160952,0.0,0.0,0,0.0,0.0,0,0,14.83619,8.02737,0.0,9.7,0,0.0,-1.98e-18,0,0,0,0.0,0.0,0,-5.55e-17,0,0,0,0,0,0,0.0,0,0,0,0.0,0.281601845,0,0,0.841103,68.79347,0,0.0
0.3805,0.0,-0.154321897,3.764228395,0.0,56.84218,0.0,0.0,0,0.996032402,0,2.187210526,0.0,11.75424,0.0,0.0,0,0,0.0,0.179363897,0.255729,0,-0.077160948,0.0,19.26246487,25.2575783,-0.077160948,0.0,0.0,0,0.0,0.0,0,0,14.90441,8.03568,0.0,6.7,0,0.0,5.84e-18,0,0,0,0.0,0.0,0,1.11e-16,0,0,0,0,0,0,0.0,0,0,0,0.0,0.281601841,0,0,1.195999,70.15392,0,0.0
0.3805,0.0,-0.154320863,2.402006173,0.0,55.38916,0.0,0.0,0,0.995916852,0,2.30875,0.0,11.71106,0.0,0.0,0,0,0.0,0.179363387,0.255057,0,-0.077160431,0.0,12.84164325,25.2575783,-0.077160431,0.0,0.0,0,0.0,0.0,0,0,15.05727,8.04913,0.0,5.7,0,0.0,-1.04e-17,0,0,0,0.0,0.0,0,-1.67e-16,0,0,0,0,0,0,0.0,0,0,0,0.0,0.281601331,0,0,0.832528,71.60533,0,0.0
0.3805,0.0,-0.152558684,0.0,0.0,48.06209,0.0,0.0,0,1.057426259,0,2.7706,0.0,11.58957,0.0,0.0,0,0,0.0,0.178512939,0.247211,0,-0.076279342,0.0,0.0,25.2575783,-0.076279342,0.0,0.0,0,0.0,0.0,0,0,14.93267,8.15868,0.0,3.7,0,0.0,-8.33e-18,0,0,0,0.0,0.0,0,-8.33e-17,0,0,0,0,0,0,0.0,0,0,0,0.0,0.280779815,0,0,0.803323,76.87686,0,0.0
