Atom1_ESP All area (Ang^2),c1ccncc1,Atom1_ALIE Max value,Atom1_ESP Minimal value (kcal/mol),Mid-Fun_MR_Max,NumAromaticRings,Conju_LogP_Max,Conju_PEOE-Charge_Mean,Mid-Fun_LogP_Mean,PEOE_VSA2,Conju-Part-Wt (Max-Conju),c1ccsc1,Conju_PEOE-Charge_Sum,Thioacetal,Atom1_ESP All average (kcal/mol),BalabanJ,Mid-Fun_LogP_Max,Conju_PEOE-Charge_Max,Amide,PEOE_VSA9,SlogP_VSA8,VSA_EState7,Atom_LogP_Delta,Tri_boron,Atom1_ALIE Min value,Conju_LogP_Mean,Dialkylthioether,HallKierAlpha,SMR_VSA1,PEOE_VSA12,Conju_LogP_Min,Fun_MR_Min,Fun_PEOE-Charge_Min,MinAbsEStateIndex,MaxAbsEStateIndex,Atom_LogP_Min
17.49828,0,15.269989,4.46936,39.62,2,2.2963,-8.33e-17,2.2963,0.0,130.151,0,-8.33e-17,0,25.63214,2.95465979,2.2963,-8.33e-17,0,15.72715991,10.21662063,0.0,0.9476,0,9.721013,2.2963,0,-0.89,0.0,0.0,2.2963,21.992,-0.054787998,1.099537037,4.137222222,-0.3239
13.04714,0,12.983814,-34.456689,25.544,3,1.5415,-0.011203923,1.25125,0.0,72.066,0,-0.03361177,0,-8.79411,2.238808464,1.5415,-0.011203923,0,4.747022453,0.0,0.0,0.9159,0,8.228511,1.5415,0,-1.99,0.0,0.0,1.5415,8.986,-0.054142319,0.426805556,5.087314815,-0.2677
15.17235,0,13.90663,-36.634002,8.986,0,0.0,0.0,0.3805,0.0,0.0,0,0.0,0,-12.08586,1.940003547,0.3805,0.0,0,0.0,0.0,8.922384259,0.9159,0,7.970661,0.0,0,0.35,0.0,0.0,0.0,8.986,-0.069667363,0.494791667,4.850185185,-0.2677
16.05621,0,14.526467,-16.654229,38.704,1,2.6287,0.0,2.272033333,0.0,139.586,0,0.0,0,9.80366,3.032455532,2.6287,0.0,0,0.0,0.0,0.0,0.9572,0,8.677142,2.6287,0,-0.14,0.0,0.0,2.6287,5.853,-0.084355821,0.752592593,5.577716049,-0.2677
16.09809,0,14.61547,-21.428333,40.946,1,2.264,-2.78e-16,2.010333333,0.0,136.2,0,-2.78e-16,0,4.96537,3.032455532,2.264,-2.78e-16,0,0.0,0.0,0.0,0.9159,0,8.596751,2.264,0,-0.08,0.0,0.0,2.264,8.986,-0.035527487,0.974814815,4.097716049,-0.2677
16.00249,0,14.401967,-21.575266,40.946,1,2.264,-9.71e-17,2.010333333,0.0,136.2,0,-9.71e-17,0,4.44571,3.077660438,2.264,-9.71e-17,0,0.0,0.0,0.0,0.9159,0,8.649369,2.264,0,-0.08,0.0,0.0,2.264,8.986,-0.035486952,0.956018519,4.105216049,-0.2677
16.07075,0,14.920711,-26.012884,40.946,1,2.264,8.33e-17,2.010333333,0.0,136.2,0,8.33e-17,0,0.35031,3.134861511,2.264,8.33e-17,0,0.0,0.0,0.0,0.9159,0,8.718747,2.264,0,-0.08,0.0,0.0,2.264,8.986,-0.034352423,0.926697531,4.121419753,-0.2677
16.17502,1,13.842021,-27.005664,31.489,1,1.3703,1.25e-16,1.3703,4.983978521,106.129,0,1.25e-16,0,-3.48563,3.02146531,1.3703,1.25e-16,0,5.025959979,0.0,1.710648148,0.9721,0,8.699802,1.3703,0,-0.5,0.0,0.0,1.3703,8.986,-0.014361757,0.766203704,3.973271605,-0.3239
16.0546,1,14.975731,-11.364793,31.489,1,1.3703,-5.55e-17,1.3703,4.983978521,106.129,0,-5.55e-17,0,14.67414,3.02146531,1.3703,-5.55e-17,0,0.0,0.0,3.421296296,0.9721,0,8.86085,1.3703,0,-0.5,0.0,0.0,1.3703,8.986,-0.035412279,0.953703704,4.044382716,-0.3239
16.09231,1,13.955717,-41.072237,23.339,1,0.9365,-0.051322011,0.6585,4.983978521,74.062,0,-0.051322011,0,-9.53677,2.832085835,0.9365,-0.051322011,0,0.0,0.0,1.769398148,0.9721,0,8.177306,0.9365,0,-0.5,0.0,0.0,0.9365,8.986,-0.070282959,0.723055556,4.047623457,-0.3239
15.75442,0,14.221609,-33.995517,8.986,0,0.0,0.0,0.3805,0.0,0.0,0,0.0,0,-8.02671,2.727242813,0.3805,0.0,0,0.0,0.0,10.9674667,0.9159,0,8.02673,0.0,0,0.7,0.0,0.0,0.0,8.986,-0.077160952,1.055211203,4.183277667,-0.2677
15.7736,0,14.306894,-33.510114,8.986,0,0.0,0.0,0.3805,0.0,0.0,0,0.0,0,-7.49396,2.647604849,0.3805,0.0,0,0.0,0.0,8.044435154,0.9159,0,8.027367,0.0,0,0.7,0.0,0.0,0.0,8.986,-0.077160952,1.048182442,4.151822204,-0.2677
15.79733,0,14.519096,-32.282694,8.986,0,0.0,0.0,0.3805,0.0,0.0,0,0.0,0,-5.85622,2.447472888,0.3805,0.0,0,0.0,0.0,3.764228395,0.9159,0,8.035676,0.0,0,0.7,0.0,0.0,0.0,8.986,-0.077160948,1.021604938,4.068503086,-0.2677
15.79664,0,14.338035,-30.906308,8.986,0,0.0,0.0,0.3805,0.0,0.0,0,0.0,0,-4.26869,2.339092315,0.3805,0.0,0,0.0,0.0,2.402006173,0.9159,0,8.049127,0.0,0,0.7,0.0,0.0,0.0,8.986,-0.077160431,1.000555556,4.02066358,-0.2677
15.87011,0,14.691888,-27.252022,8.986,0,0.0,0.0,0.3805,0.0,0.0,0,0.0,0,0.64147,1.974744871,0.3805,0.0,0,0.0,0.0,0.0,0.9159,0,8.158677,0.0,0,0.7,0.0,0.0,0.0,8.986,-0.076279342,0.87808642,3.844135802,-0.2677
